id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
147,3066,2825,Vidrio,5000,,,,,,,1775
148,8916,7441,Carton y Papeles,5000,,,3637,2550,,,
149,3228,3904,Pilas,5000,1394,1026,,,,,
150,3485,3267,Vidrio,5000,,,,,,,1342
151,5004,4859,Carton y Papeles,5000,,,3055,1088,,,
152,2775,8268,Carton y Papeles,5000,,,4971,1582,,,
153,4506,7365,Pilas,5000,1350,2566,,,,,
154,4279,3503,Vidrio,5000,,,,,,,4117
155,7057,9076,Carton y Papeles,5000,,,1443,2751,,,
156,1931,5220,Pilas,5000,1673,2702,,,,,
157,6533,2815,Carton y Papeles,5000,,,3003,1378,,,
158,8228,4094,Pilas,5000,403,3053,,,,,
159,8042,2496,Plastico,5000,,,,,292,1856,
160,5569,7574,Plastico,5000,,,,,1586,4134,
161,3305,8229,Plastico,5000,,,,,2828,1647,
162,8090,3070,Carton y Papeles,5000,,,169,2373,,,
163,2631,6899,Pilas,5000,1651,461,,,,,
164,7033,1713,Vidrio,5000,,,,,,,469
165,1327,5466,Pilas,5000,3272,5026,,,,,
166,9129,6789,Pilas,5000,923,4446,,,,,
167,5900,7599,Carton y Papeles,5000,,,4877,2056,,,
168,6520,3023,Carton y Papeles,5000,,,1155,4544,,,
169,4157,2061,Pilas,5000,4108,4810,,,,,
170,2310,1390,Pilas,5000,864,2697,,,,,
171,3442,2348,Plastico,5000,,,,,4898,5071,
172,1814,1607,Plastico,5000,,,,,2798,1752,
173,8116,6056,Vidrio,5000,,,,,,,1423
174,7067,4039,Pilas,5000,1083,3136,,,,,
175,3193,5074,Vidrio,5000,,,,,,,1452
176,7813,2828,Carton y Papeles,5000,,,1983,2731,,,
177,9232,9687,Carton y Papeles,5000,,,4158,3429,,,
178,5259,6900,Plastico,5000,,,,,3935,1737,
179,6729,9270,Vidrio,5000,,,,,,,1342
180,2459,3590,Plastico,5000,,,,,3351,351,
181,7745,9168,Pilas,5000,4443,2467,,,,,
182,1733,4128,Carton y Papeles,5000,,,3373,3618,,,
183,4235,1857,Pilas,5000,5032,2668,,,,,
184,2250,6532,Pilas,5000,4463,3991,,,,,
185,5012,6631,Carton y Papeles,5000,,,446,2027,,,
186,1291,9933,Pilas,5000,3151,784,,,,,
187,3182,1751,Pilas,5000,782,1605,,,,,
188,1544,8446,Plastico,5000,,,,,463,1064,
189,8520,4027,Plastico,5000,,,,,2101,4767,
190,1223,3247,Pilas,5000,4535,3019,,,,,
191,6114,6020,Vidrio,5000,,,,,,,1679
192,1824,2255,Plastico,5000,,,,,131,2773,
193,8314,5318,Pilas,5000,5001,3837,,,,,
194,7745,2918,Pilas,5000,2569,2906,,,,,
195,7858,2969,Vidrio,5000,,,,,,,2812
196,8641,9784,Vidrio,5000,,,,,,,2982
197,6873,8708,Vidrio,5000,,,,,,,3867
198,3757,9568,Carton y Papeles,5000,,,1776,4439,,,
199,5161,2807,Vidrio,5000,,,,,,,3281
200,1030,9769,Plastico,5000,,,,,3430,597,
201,5068,9958,Pilas,5000,1783,265,,,,,
202,7604,4155,Pilas,5000,1218,4536,,,,,
203,1844,1376,Pilas,5000,2798,3150,,,,,
204,3184,6013,Vidrio,5000,,,,,,,471
205,4670,7194,Plastico,5000,,,,,1192,560,
206,4037,5450,Plastico,5000,,,,,3661,3366,
207,9997,7841,Plastico,5000,,,,,1373,1149,
208,3901,6881,Pilas,5000,3716,4917,,,,,
209,8297,2350,Carton y Papeles,5000,,,392,608,,,
210,6726,7111,Pilas,5000,4926,4578,,,,,
211,5361,9471,Plastico,5000,,,,,423,2014,
212,6041,1517,Plastico,5000,,,,,1940,511,
213,7459,1238,Pilas,5000,1376,1671,,,,,
214,8596,1328,Plastico,5000,,,,,4427,1510,
215,7292,7050,Carton y Papeles,5000,,,717,2602,,,
216,2471,6869,Plastico,5000,,,,,3828,2515,
217,8888,1261,Pilas,5000,826,140,,,,,
218,9474,7802,Plastico,5000,,,,,2058,3756,
219,3015,5315,Vidrio,5000,,,,,,,575
220,7407,4288,Carton y Papeles,5000,,,2647,3411,,,
221,9698,1049,Vidrio,5000,,,,,,,2126
222,8129,1335,Carton y Papeles,5000,,,1902,4040,,,
223,8232,5544,Vidrio,5000,,,,,,,3743
224,8011,5367,Vidrio,5000,,,,,,,2748
225,5874,3254,Vidrio,5000,,,,,,,2374
226,6089,7513,Plastico,5000,,,,,2050,136,
227,6652,5151,Pilas,5000,2668,3990,,,,,
228,2747,1961,Plastico,5000,,,,,2748,1405,
229,8847,7080,Plastico,5000,,,,,3474,2797,
230,1813,6959,Pilas,5000,1784,1454,,,,,
231,2777,1730,Vidrio,5000,,,,,,,3611
232,3914,7038,Vidrio,5000,,,,,,,5043
233,8417,1113,Plastico,5000,,,,,4586,3421,
234,3621,2106,Vidrio,5000,,,,,,,1388
235,6099,3051,Carton y Papeles,5000,,,5079,1383,,,
236,3086,7308,Carton y Papeles,5000,,,4079,4007,,,
237,6659,6557,Vidrio,5000,,,,,,,1097
238,6096,9893,Carton y Papeles,5000,,,3080,2857,,,
239,5988,4188,Carton y Papeles,5000,,,1970,1171,,,
240,4955,7907,Carton y Papeles,5000,,,4628,658,,,
241,2821,7003,Vidrio,5000,,,,,,,2325
242,1348,3659,Plastico,5000,,,,,3935,5031,
243,9997,8425,Plastico,5000,,,,,2446,4390,
244,9281,7241,Carton y Papeles,5000,,,620,3876,,,
245,8945,3987,Plastico,5000,,,,,3272,1517,
246,7289,5474,Vidrio,5000,,,,,,,3251
247,1751,4110,Pilas,5000,2308,2230,,,,,
248,7832,4248,Vidrio,5000,,,,,,,252
249,6762,3275,Vidrio,5000,,,,,,,3917
250,3767,8426,Pilas,5000,2337,3694,,,,,
251,5239,7537,Plastico,5000,,,,,3408,1120,
252,6460,3325,Plastico,5000,,,,,318,1919,
253,1896,8761,Pilas,5000,1233,2107,,,,,
254,3470,3080,Vidrio,5000,,,,,,,4543
255,4471,7693,Carton y Papeles,5000,,,1486,4148,,,
256,6770,2015,Plastico,5000,,,,,262,3426,
257,8560,9593,Plastico,5000,,,,,1679,4965,
258,1122,2843,Carton y Papeles,5000,,,2084,2174,,,
259,8517,2976,Vidrio,5000,,,,,,,5043
260,7406,6673,Plastico,5000,,,,,1962,212,
261,1936,8802,Plastico,5000,,,,,551,3807,
262,1293,3707,Pilas,5000,212,1179,,,,,
263,1320,3710,Vidrio,5000,,,,,,,430
264,9353,8916,Plastico,5000,,,,,267,1563,
265,3915,4813,Carton y Papeles,5000,,,3714,1006,,,
266,6420,5762,Vidrio,5000,,,,,,,100
267,2439,6223,Plastico,5000,,,,,3289,1615,
268,9574,1370,Pilas,5000,4039,4546,,,,,
269,2515,5654,Plastico,5000,,,,,4292,1530,
270,7427,9412,Pilas,5000,3027,2826,,,,,
271,4528,8277,Plastico,5000,,,,,1241,2938,
272,4337,2656,Pilas,5000,1693,2997,,,,,
273,7776,3070,Pilas,5000,3157,4076,,,,,
274,4524,6701,Vidrio,5000,,,,,,,3487
275,3617,8897,Vidrio,5000,,,,,,,4010
276,6721,6058,Vidrio,5000,,,,,,,4584
277,1812,2175,Carton y Papeles,5000,,,2209,1547,,,
278,4368,3007,Carton y Papeles,5000,,,4868,1088,,,
279,4552,9307,Pilas,5000,4500,5027,,,,,
280,7575,4451,Vidrio,5000,,,,,,,350
281,7135,1432,Vidrio,5000,,,,,,,425
282,8792,6843,Plastico,5000,,,,,3498,3151,
283,4035,6776,Pilas,5000,992,990,,,,,
284,8031,9193,Pilas,5000,3937,239,,,,,
285,2262,8924,Carton y Papeles,5000,,,1994,4216,,,
286,7506,4468,Pilas,5000,381,2443,,,,,
287,4801,1207,Vidrio,5000,,,,,,,1584
288,9822,8517,Vidrio,5000,,,,,,,3372
289,7629,6312,Plastico,5000,,,,,4727,3601,
290,3317,3184,Plastico,5000,,,,,715,1698,
291,7228,5189,Plastico,5000,,,,,1995,593,
292,8565,5114,Carton y Papeles,5000,,,2466,918,,,
293,3611,5891,Vidrio,5000,,,,,,,2217
294,7549,7900,Plastico,5000,,,,,1780,3109,
295,7918,4029,Pilas,5000,4132,1946,,,,,
296,6526,9705,Vidrio,5000,,,,,,,4521
297,3968,3661,Pilas,5000,1819,3654,,,,,
298,9358,9253,Carton y Papeles,5000,,,514,4401,,,
299,6099,1074,Plastico,5000,,,,,3694,2673,
300,5484,8315,Pilas,5000,4673,2526,,,,,
301,6784,8664,Plastico,5000,,,,,288,4124,
302,9628,8352,Pilas,5000,2183,969,,,,,
303,8821,9972,Carton y Papeles,5000,,,902,1788,,,
304,4560,1734,Carton y Papeles,5000,,,3019,2010,,,
305,4152,5053,Carton y Papeles,5000,,,2380,3122,,,
306,2437,8868,Carton y Papeles,5000,,,578,725,,,
307,1280,6792,Vidrio,5000,,,,,,,670
308,4965,6228,Carton y Papeles,5000,,,3493,1043,,,
309,5806,1874,Vidrio,5000,,,,,,,2794
310,4833,6099,Carton y Papeles,5000,,,2805,367,,,
311,2540,9680,Carton y Papeles,5000,,,2378,4145,,,
312,2940,2307,Vidrio,5000,,,,,,,3919
313,3625,2941,Plastico,5000,,,,,3616,2354,
314,5575,6456,Vidrio,5000,,,,,,,2669
315,9972,1499,Pilas,5000,2079,1022,,,,,
316,4887,1865,Vidrio,5000,,,,,,,3989
317,3081,9925,Vidrio,5000,,,,,,,1059
318,4772,1707,Vidrio,5000,,,,,,,3769
319,4709,9382,Carton y Papeles,5000,,,3989,2256,,,
320,9710,6236,Vidrio,5000,,,,,,,2686
321,7090,3892,Carton y Papeles,5000,,,4403,1797,,,
322,1937,4570,Vidrio,5000,,,,,,,3556
323,8275,1349,Vidrio,5000,,,,,,,4962
324,9701,8784,Plastico,5000,,,,,3133,4007,
325,8486,2470,Carton y Papeles,5000,,,1952,3429,,,
326,6192,4379,Carton y Papeles,5000,,,4207,3721,,,
327,6227,8488,Vidrio,5000,,,,,,,3615
328,2454,5131,Pilas,5000,757,943,,,,,
329,5549,3631,Plastico,5000,,,,,1713,3254,
330,2326,8563,Carton y Papeles,5000,,,1734,4692,,,
331,6938,3446,Plastico,5000,,,,,3890,3051,
332,2333,2295,Pilas,5000,791,2354,,,,,
333,1953,6915,Plastico,5000,,,,,386,2163,
334,5758,3417,Carton y Papeles,5000,,,1600,2929,,,
335,5894,3029,Plastico,5000,,,,,1859,1578,
336,5106,1967,Vidrio,5000,,,,,,,189
337,7196,2285,Pilas,5000,4830,162,,,,,
338,6175,8822,Vidrio,5000,,,,,,,3345
339,9071,7196,Plastico,5000,,,,,488,540,
340,3001,3160,Pilas,5000,3453,3695,,,,,
341,1008,4921,Plastico,5000,,,,,5087,4639,
342,1610,6875,Pilas,5000,3877,2590,,,,,
343,4942,4467,Carton y Papeles,5000,,,920,4845,,,
344,3633,6863,Vidrio,5000,,,,,,,1206
345,6186,3331,Pilas,5000,1764,2706,,,,,
346,4913,4967,Carton y Papeles,5000,,,4182,4466,,,
347,7521,7728,Vidrio,5000,,,,,,,4805
348,8267,3255,Vidrio,5000,,,,,,,2563
349,8686,5675,Vidrio,5000,,,,,,,2321
350,2229,7109,Plastico,5000,,,,,4133,687,
351,7976,8491,Vidrio,5000,,,,,,,925
352,5775,8567,Pilas,5000,1036,872,,,,,
353,3167,1678,Plastico,5000,,,,,1024,411,
354,6250,8841,Plastico,5000,,,,,1153,2902,
355,5476,7350,Vidrio,5000,,,,,,,1974
356,1653,3149,Vidrio,5000,,,,,,,2206
357,2442,3220,Pilas,5000,2159,3870,,,,,
358,1703,5838,Vidrio,5000,,,,,,,4500
359,3107,7281,Carton y Papeles,5000,,,1405,3319,,,
360,6992,5851,Plastico,5000,,,,,2212,783,
361,3029,4401,Plastico,5000,,,,,4433,2977,
362,9046,9728,Vidrio,5000,,,,,,,5020
363,8326,7147,Pilas,5000,1008,1168,,,,,
364,3983,1315,Carton y Papeles,5000,,,1781,3334,,,
365,4803,3144,Carton y Papeles,5000,,,2092,4513,,,
366,4219,9177,Plastico,5000,,,,,1246,4340,
367,8089,2282,Pilas,5000,1497,1447,,,,,
368,1999,4430,Carton y Papeles,5000,,,4908,1569,,,
369,9394,7999,Pilas,5000,660,4422,,,,,
370,7159,8479,Carton y Papeles,5000,,,232,4685,,,
371,4000,6591,Carton y Papeles,5000,,,2267,4383,,,
372,9403,2919,Plastico,5000,,,,,144,4466,
373,7770,5354,Plastico,5000,,,,,1957,374,
374,7942,1057,Vidrio,5000,,,,,,,4706
375,3035,8782,Vidrio,5000,,,,,,,4001
376,3955,7685,Vidrio,5000,,,,,,,400
377,2854,5025,Plastico,5000,,,,,809,2898,
378,9556,6509,Vidrio,5000,,,,,,,2410
379,2221,9940,Pilas,5000,3058,3343,,,,,
380,1540,9700,Pilas,5000,4527,1215,,,,,
381,1785,3617,Carton y Papeles,5000,,,202,392,,,
382,9197,8431,Carton y Papeles,5000,,,4787,3033,,,
383,6315,8267,Pilas,5000,4070,1359,,,,,
384,3952,4296,Pilas,5000,3436,4605,,,,,
385,5447,7272,Carton y Papeles,5000,,,5062,272,,,
386,1791,5617,Vidrio,5000,,,,,,,2018
387,4606,6445,Plastico,5000,,,,,4862,3670,
388,6890,9492,Pilas,5000,572,2820,,,,,
389,2494,1454,Vidrio,5000,,,,,,,4234
390,6713,3726,Pilas,5000,3409,2477,,,,,
391,3882,5342,Carton y Papeles,5000,,,2837,4944,,,
392,4523,4856,Plastico,5000,,,,,2939,1588,
393,5758,3453,Vidrio,5000,,,,,,,2626
394,2207,2489,Carton y Papeles,5000,,,667,2948,,,
395,7506,5172,Pilas,5000,1631,1284,,,,,
396,9562,5598,Carton y Papeles,5000,,,805,1246,,,
397,5427,1665,Plastico,5000,,,,,936,4516,
398,5594,6455,Pilas,5000,2051,4438,,,,,
399,1560,9028,Pilas,5000,2523,2159,,,,,
400,4821,8664,Pilas,5000,3009,1779,,,,,
401,2753,4933,Carton y Papeles,5000,,,1738,3108,,,
402,4561,5619,Plastico,5000,,,,,1582,1706,
403,4223,1582,Carton y Papeles,5000,,,3070,2705,,,
404,9523,9287,Vidrio,5000,,,,,,,195
405,2502,5676,Pilas,5000,5051,2227,,,,,
406,6258,9365,Pilas,5000,2587,116,,,,,
407,3477,6971,Carton y Papeles,5000,,,5086,4530,,,
408,4357,9702,Carton y Papeles,5000,,,854,722,,,
409,5814,5873,Pilas,5000,193,2007,,,,,
410,4698,6911,Vidrio,5000,,,,,,,3604
411,4897,9401,Vidrio,5000,,,,,,,4036
412,6600,8491,Vidrio,5000,,,,,,,4940
413,3895,5341,Plastico,5000,,,,,4644,327,
414,1212,7667,Pilas,5000,1250,4904,,,,,
415,9553,2787,Plastico,5000,,,,,3856,2008,
416,8343,2612,Carton y Papeles,5000,,,3380,3311,,,
417,2003,3283,Pilas,5000,4436,799,,,,,
418,4158,8233,Carton y Papeles,5000,,,3901,2137,,,
419,5233,2104,Vidrio,5000,,,,,,,4203
420,3498,3738,Vidrio,5000,,,,,,,2826
421,9871,1958,Vidrio,5000,,,,,,,4336
422,8115,6446,Carton y Papeles,5000,,,187,2840,,,
423,7022,7595,Pilas,5000,475,4376,,,,,
424,5629,4411,Pilas,5000,2402,272,,,,,
425,9322,7936,Vidrio,5000,,,,,,,810
426,4527,2766,Plastico,5000,,,,,2204,4893,
427,5190,9009,Plastico,5000,,,,,464,4070,
428,4749,8601,Vidrio,5000,,,,,,,3675
429,9122,8221,Vidrio,5000,,,,,,,499
430,5751,8037,Plastico,5000,,,,,3048,4301,
431,8570,7264,Vidrio,5000,,,,,,,1503
432,1875,3153,Pilas,5000,555,581,,,,,
433,9312,3655,Vidrio,5000,,,,,,,4791
434,2792,7847,Plastico,5000,,,,,2550,3884,
435,1397,2440,Plastico,5000,,,,,2926,3160,
436,1813,8332,Vidrio,5000,,,,,,,1580
437,8051,7211,Pilas,5000,1818,3642,,,,,
438,3875,8412,Plastico,5000,,,,,274,3435,
439,5171,8033,Carton y Papeles,5000,,,638,3758,,,
440,3864,3084,Pilas,5000,4214,385,,,,,
441,7573,5322,Vidrio,5000,,,,,,,4840
442,9069,7433,Carton y Papeles,5000,,,804,2504,,,
443,9464,1574,Pilas,5000,460,2959,,,,,
444,1468,9664,Plastico,5000,,,,,4176,4002,
445,9281,5100,Pilas,5000,2978,2786,,,,,
446,9016,3361,Vidrio,5000,,,,,,,2156
447,8812,2275,Plastico,5000,,,,,4802,3636,
448,1284,7383,Plastico,5000,,,,,2872,2179,
449,3173,1594,Carton y Papeles,5000,,,3047,1866,,,
450,4044,3379,Plastico,5000,,,,,3585,524,
451,3782,1121,Plastico,5000,,,,,4051,809,
452,3044,2552,Carton y Papeles,5000,,,3792,394,,,
453,2159,8826,Plastico,5000,,,,,2548,1383,
454,9805,7716,Plastico,5000,,,,,1759,2853,
455,7673,5963,Plastico,5000,,,,,661,789,
456,1481,6761,Carton y Papeles,5000,,,3348,2424,,,
457,4332,9482,Carton y Papeles,5000,,,446,2126,,,
458,2863,4972,Plastico,5000,,,,,2129,1251,
459,5230,5362,Carton y Papeles,5000,,,1070,550,,,
460,3453,7703,Vidrio,5000,,,,,,,2348
461,7614,3008,Vidrio,5000,,,,,,,1868
462,3799,2625,Plastico,5000,,,,,4339,3929,
463,4328,9857,Vidrio,5000,,,,,,,4383
464,6926,5663,Pilas,5000,1445,1831,,,,,
465,5592,9473,Vidrio,5000,,,,,,,3692
466,4726,2296,Plastico,5000,,,,,3260,1366,
467,7740,3994,Vidrio,5000,,,,,,,3949
468,3642,6683,Vidrio,5000,,,,,,,3651
469,7601,9708,Plastico,5000,,,,,881,350,
470,2910,2026,Pilas,5000,2027,2379,,,,,
471,6506,8767,Vidrio,5000,,,,,,,1604
472,5174,5030,Carton y Papeles,5000,,,2605,4299,,,
473,1978,8460,Carton y Papeles,5000,,,2893,1067,,,
474,5970,9342,Vidrio,5000,,,,,,,3484
475,5643,4693,Carton y Papeles,5000,,,4686,2767,,,
476,1259,3559,Carton y Papeles,5000,,,1032,850,,,
477,4985,2703,Pilas,5000,976,592,,,,,
478,4454,5968,Pilas,5000,2242,4543,,,,,
479,1543,9943,Carton y Papeles,5000,,,414,4447,,,
480,7159,3297,Vidrio,5000,,,,,,,1195
481,7499,8348,Carton y Papeles,5000,,,2572,4474,,,
482,4326,1063,Pilas,5000,4627,2330,,,,,
483,9203,4850,Carton y Papeles,5000,,,3485,1529,,,
484,8658,7174,Plastico,5000,,,,,2630,2497,
485,4130,7779,Carton y Papeles,5000,,,2366,3646,,,
486,6876,9813,Vidrio,5000,,,,,,,1385
487,9139,3935,Vidrio,5000,,,,,,,3127
488,7462,7261,Vidrio,5000,,,,,,,951
489,8739,4785,Vidrio,5000,,,,,,,2627
490,4368,8297,Vidrio,5000,,,,,,,2498
491,9916,4963,Plastico,5000,,,,,184,4164,
492,6353,6793,Carton y Papeles,5000,,,3104,259,,,
493,7168,9923,Plastico,5000,,,,,1928,4633,
494,4244,4819,Plastico,5000,,,,,2807,1863,
495,3278,2456,Vidrio,5000,,,,,,,1192
496,2759,9395,Pilas,5000,2157,5074,,,,,
497,7970,6116,Carton y Papeles,5000,,,3314,2340,,,
498,1017,5450,Vidrio,5000,,,,,,,410
499,5401,6078,Carton y Papeles,5000,,,2110,4789,,,
500,5571,5824,Pilas,5000,2961,5045,,,,,
501,2928,6477,Vidrio,5000,,,,,,,4004
502,1907,4845,Vidrio,5000,,,,,,,566
503,9745,9854,Carton y Papeles,5000,,,2859,4587,,,
504,3906,4937,Carton y Papeles,5000,,,4370,3206,,,
505,6877,4187,Carton y Papeles,5000,,,3903,1404,,,
506,5387,4546,Pilas,5000,2018,3784,,,,,
507,4165,7496,Carton y Papeles,5000,,,1562,841,,,
