id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
99,3469,9488,Carton y Papeles,5000,,,1324,1827,,,
100,3656,1255,Plastico,5000,,,,,643,4324,
101,9350,5142,Pilas,5000,4354,3922,,,,,
102,6113,9596,Plastico,5000,,,,,890,2508,
103,2574,4881,Pilas,5000,1033,2779,,,,,
104,6202,7787,Plastico,5000,,,,,945,1601,
105,5792,1027,Pilas,5000,735,1941,,,,,
106,5063,6292,Carton y Papeles,5000,,,2125,588,,,
107,8623,6231,Pilas,5000,1631,3163,,,,,
108,9501,8377,Carton y Papeles,5000,,,2224,3851,,,
109,8457,1191,Vidrio,5000,,,,,,,2729
110,8709,2254,Vidrio,5000,,,,,,,3094
111,1944,9781,Pilas,5000,1971,3671,,,,,
112,5880,5382,Pilas,5000,2577,2493,,,,,
113,7124,2990,Vidrio,5000,,,,,,,3367
114,1791,7416,Carton y Papeles,5000,,,3811,652,,,
115,7116,1897,Pilas,5000,569,1497,,,,,
116,4386,7991,Carton y Papeles,5000,,,3749,3485,,,
117,3558,9561,Vidrio,5000,,,,,,,4383
118,5345,6673,Plastico,5000,,,,,467,3903,
119,9550,9174,Plastico,5000,,,,,3531,340,
120,2525,7871,Plastico,5000,,,,,3634,1607,
121,8624,7029,Pilas,5000,4961,954,,,,,
122,2683,1279,Pilas,5000,1832,4525,,,,,
123,3947,6886,Pilas,5000,4309,3270,,,,,
124,9929,3135,Vidrio,5000,,,,,,,3929
125,9054,3370,Vidrio,5000,,,,,,,4226
126,6028,6887,Carton y Papeles,5000,,,1903,1047,,,
127,8769,4649,Vidrio,5000,,,,,,,3588
128,9849,8757,Carton y Papeles,5000,,,616,2115,,,
129,1903,5482,Pilas,5000,1026,2483,,,,,
130,2238,4136,Vidrio,5000,,,,,,,672
131,3505,9013,Plastico,5000,,,,,2080,2443,
132,1252,9625,Pilas,5000,3587,1843,,,,,
133,7351,3731,Carton y Papeles,5000,,,4441,2991,,,
134,5079,3893,Plastico,5000,,,,,218,4467,
135,6455,7412,Vidrio,5000,,,,,,,3388
136,3143,3758,Vidrio,5000,,,,,,,3136
137,9143,9186,Vidrio,5000,,,,,,,361
138,5077,3642,Plastico,5000,,,,,4514,1309,
139,2643,2135,Carton y Papeles,5000,,,4355,2258,,,
140,7600,9377,Carton y Papeles,5000,,,1370,2490,,,
141,3786,4896,Vidrio,5000,,,,,,,3753
142,3588,1915,Carton y Papeles,5000,,,4368,919,,,
143,3479,4759,Carton y Papeles,5000,,,1711,1619,,,
144,9911,6887,Carton y Papeles,5000,,,4806,2181,,,
145,4379,8332,Plastico,5000,,,,,4049,827,
146,9596,5656,Carton y Papeles,5000,,,4768,3682,,,
147,4297,4877,Carton y Papeles,5000,,,4551,3071,,,
148,6938,7892,Carton y Papeles,5000,,,1165,489,,,
149,4941,2329,Vidrio,5000,,,,,,,2374
150,3846,4050,Plastico,5000,,,,,2782,4532,
151,8464,5762,Vidrio,5000,,,,,,,4053
152,3565,8359,Plastico,5000,,,,,1502,4058,
153,5530,4330,Vidrio,5000,,,,,,,2122
154,2410,2647,Plastico,5000,,,,,3513,3733,
155,3493,1493,Carton y Papeles,5000,,,4462,4791,,,
156,4584,6700,Plastico,5000,,,,,1104,3740,
157,7439,8535,Carton y Papeles,5000,,,2865,3409,,,
158,2261,5142,Pilas,5000,4267,4212,,,,,
159,4433,5457,Vidrio,5000,,,,,,,1928
160,8342,4016,Carton y Papeles,5000,,,1556,1707,,,
161,3499,8279,Vidrio,5000,,,,,,,2846
162,6938,4469,Plastico,5000,,,,,4687,553,
163,8595,3640,Vidrio,5000,,,,,,,4213
164,9851,2010,Vidrio,5000,,,,,,,5005
165,2016,7362,Carton y Papeles,5000,,,330,1135,,,
166,5049,1051,Plastico,5000,,,,,315,137,
167,2993,4769,Pilas,5000,5007,1219,,,,,
168,1159,6547,Pilas,5000,3647,4381,,,,,
169,9127,3694,Plastico,5000,,,,,3308,1125,
170,4637,5904,Carton y Papeles,5000,,,3773,2192,,,
171,7759,5924,Carton y Papeles,5000,,,302,3648,,,
172,2912,7590,Pilas,5000,458,1394,,,,,
173,7225,6819,Plastico,5000,,,,,5045,3199,
174,1238,9684,Carton y Papeles,5000,,,511,2758,,,
175,2822,4476,Vidrio,5000,,,,,,,3280
176,1603,5150,Pilas,5000,3602,4462,,,,,
177,9835,5340,Pilas,5000,4991,2710,,,,,
178,6119,8354,Vidrio,5000,,,,,,,2463
179,7542,3042,Plastico,5000,,,,,4362,1744,
180,4775,6669,Pilas,5000,2571,4121,,,,,
181,8966,2404,Carton y Papeles,5000,,,2596,1213,,,
182,6005,7804,Plastico,5000,,,,,2798,1113,
183,7340,5028,Vidrio,5000,,,,,,,3156
184,4496,5734,Vidrio,5000,,,,,,,3469
185,7415,9452,Plastico,5000,,,,,3210,1031,
186,9834,5522,Carton y Papeles,5000,,,868,3498,,,
187,8080,2434,Carton y Papeles,5000,,,109,3352,,,
188,4854,7986,Vidrio,5000,,,,,,,4565
189,2095,9664,Pilas,5000,5017,3928,,,,,
190,2512,6891,Vidrio,5000,,,,,,,1879
191,3195,2001,Plastico,5000,,,,,3603,760,
192,4595,7942,Carton y Papeles,5000,,,2624,2177,,,
193,8451,1360,Carton y Papeles,5000,,,5089,2960,,,
194,1789,4642,Pilas,5000,2454,4715,,,,,
195,4445,8953,Pilas,5000,1113,3084,,,,,
196,9468,7723,Plastico,5000,,,,,575,4015,
197,5838,4694,Vidrio,5000,,,,,,,1343
198,6438,3721,Carton y Papeles,5000,,,3680,1352,,,
199,9627,4270,Plastico,5000,,,,,2339,2169,
200,4964,7388,Plastico,5000,,,,,3608,997,
201,1074,8625,Carton y Papeles,5000,,,388,440,,,
202,7385,9195,Pilas,5000,2400,2353,,,,,
203,6877,4978,Pilas,5000,4477,3115,,,,,
204,7300,5444,Carton y Papeles,5000,,,3689,1575,,,
205,7624,8878,Vidrio,5000,,,,,,,3304
206,8700,8455,Vidrio,5000,,,,,,,460
207,7904,9595,Carton y Papeles,5000,,,3962,935,,,
208,7458,4217,Pilas,5000,4597,3530,,,,,
209,4818,6808,Plastico,5000,,,,,4530,1135,
210,5445,2636,Pilas,5000,1769,3204,,,,,
211,2232,9887,Plastico,5000,,,,,278,4102,
212,3784,8212,Vidrio,5000,,,,,,,1918
213,1449,9440,Plastico,5000,,,,,899,4218,
214,8573,4915,Vidrio,5000,,,,,,,1551
215,7281,3946,Vidrio,5000,,,,,,,2414
216,7865,8891,Pilas,5000,3537,3889,,,,,
217,8407,9437,Vidrio,5000,,,,,,,1741
218,5360,5381,Carton y Papeles,5000,,,1899,4282,,,
219,2718,6877,Vidrio,5000,,,,,,,4086
220,9502,9100,Vidrio,5000,,,,,,,1592
221,6873,2272,Pilas,5000,3565,2374,,,,,
222,4914,7879,Vidrio,5000,,,,,,,605
223,4096,7042,Pilas,5000,3008,4059,,,,,
224,5324,2632,Plastico,5000,,,,,2010,4434,
225,5703,2520,Pilas,5000,4056,1585,,,,,
226,7541,5994,Plastico,5000,,,,,3355,4388,
227,4791,9355,Carton y Papeles,5000,,,670,1480,,,
228,1541,6215,Plastico,5000,,,,,4459,4271,
229,3979,8716,Pilas,5000,2592,2422,,,,,
230,4418,3625,Plastico,5000,,,,,4587,1408,
231,5506,3603,Carton y Papeles,5000,,,1080,176,,,
232,4054,7340,Plastico,5000,,,,,3354,4980,
233,1803,2819,Vidrio,5000,,,,,,,3650
234,2383,7581,Pilas,5000,2298,4124,,,,,
235,1353,2783,Plastico,5000,,,,,2984,1416,
236,8427,1696,Plastico,5000,,,,,821,4178,
237,1082,6036,Carton y Papeles,5000,,,109,1788,,,
238,8258,2378,Vidrio,5000,,,,,,,2841
239,5884,4914,Plastico,5000,,,,,995,2012,
240,4901,2844,Plastico,5000,,,,,3487,4334,
241,3702,4014,Carton y Papeles,5000,,,2975,1994,,,
242,7117,4801,Plastico,5000,,,,,307,3423,
243,7686,1056,Carton y Papeles,5000,,,4913,4655,,,
244,4152,3453,Pilas,5000,3464,2443,,,,,
245,5690,8716,Vidrio,5000,,,,,,,2488
246,4966,4002,Carton y Papeles,5000,,,4479,157,,,
247,2017,2344,Vidrio,5000,,,,,,,1553
248,4096,8152,Vidrio,5000,,,,,,,4464
249,9327,8383,Plastico,5000,,,,,2275,1000,
250,3735,8221,Pilas,5000,2714,1895,,,,,
251,3597,7252,Pilas,5000,3544,282,,,,,
252,6199,9655,Vidrio,5000,,,,,,,3949
253,7650,6099,Carton y Papeles,5000,,,5049,3624,,,
254,6694,4293,Pilas,5000,3372,4681,,,,,
255,1523,2287,Plastico,5000,,,,,2927,3977,
256,3353,7620,Plastico,5000,,,,,1622,1824,
257,4234,9288,Plastico,5000,,,,,1367,2556,
258,5314,1642,Vidrio,5000,,,,,,,2470
259,3894,3835,Carton y Papeles,5000,,,2179,3187,,,
260,7214,8003,Vidrio,5000,,,,,,,706
261,8732,4267,Vidrio,5000,,,,,,,1027
262,8401,6438,Pilas,5000,2234,3496,,,,,
263,1268,5343,Carton y Papeles,5000,,,3768,1551,,,
264,9535,6086,Plastico,5000,,,,,1826,2852,
265,9784,4019,Plastico,5000,,,,,1442,1125,
266,1622,7127,Vidrio,5000,,,,,,,872
267,7962,6783,Pilas,5000,3005,5018,,,,,
268,9867,9056,Vidrio,5000,,,,,,,4729
269,8880,8505,Carton y Papeles,5000,,,798,3537,,,
270,3845,1696,Pilas,5000,4521,2446,,,,,
271,4767,1899,Vidrio,5000,,,,,,,3960
272,2581,2518,Plastico,5000,,,,,4886,4299,
273,9963,5498,Carton y Papeles,5000,,,4458,2785,,,
274,2452,1955,Carton y Papeles,5000,,,3827,1453,,,
275,5733,4972,Pilas,5000,3398,4531,,,,,
276,5652,4213,Carton y Papeles,5000,,,2844,874,,,
277,6418,4957,Plastico,5000,,,,,1872,2998,
278,6750,6317,Plastico,5000,,,,,4777,4269,
279,8748,2364,Carton y Papeles,5000,,,758,722,,,
280,5744,3340,Pilas,5000,4196,1470,,,,,
281,9486,4537,Carton y Papeles,5000,,,2894,4298,,,
282,2345,8616,Carton y Papeles,5000,,,1964,4084,,,
283,1943,2995,Pilas,5000,3314,4794,,,,,
284,7135,9637,Carton y Papeles,5000,,,3059,4874,,,
285,8039,2909,Plastico,5000,,,,,4256,3172,
286,2466,4282,Plastico,5000,,,,,4557,916,
287,9489,7257,Pilas,5000,2235,2688,,,,,
288,2273,2197,Plastico,5000,,,,,117,3717,
289,6781,4924,Vidrio,5000,,,,,,,2431
290,3382,1091,Pilas,5000,2933,1795,,,,,
291,8488,9201,Pilas,5000,656,580,,,,,
292,5513,8191,Plastico,5000,,,,,1206,3225,
293,1783,6530,Vidrio,5000,,,,,,,1542
294,8756,4543,Carton y Papeles,5000,,,4049,1236,,,
295,5048,4277,Plastico,5000,,,,,3360,1010,
296,1567,9550,Pilas,5000,3868,434,,,,,
297,9378,1669,Plastico,5000,,,,,3325,2603,
298,3009,1059,Plastico,5000,,,,,1812,191,
299,1433,8605,Carton y Papeles,5000,,,1830,161,,,
300,8258,9175,Pilas,5000,513,2141,,,,,
301,5854,1756,Plastico,5000,,,,,3560,3217,
302,5201,9504,Plastico,5000,,,,,4040,3439,
303,9839,1692,Pilas,5000,3517,4174,,,,,
304,5816,6254,Plastico,5000,,,,,4838,4475,
305,6654,1458,Plastico,5000,,,,,3392,4088,
306,5572,5665,Carton y Papeles,5000,,,1476,2856,,,
307,1468,9468,Vidrio,5000,,,,,,,2579
308,3072,5416,Plastico,5000,,,,,3774,2473,
309,2322,1981,Plastico,5000,,,,,218,4058,
310,9217,1831,Pilas,5000,1631,2855,,,,,
311,7817,7756,Carton y Papeles,5000,,,3672,837,,,
312,1807,5518,Carton y Papeles,5000,,,1789,727,,,
313,1561,9448,Carton y Papeles,5000,,,128,371,,,
314,8761,9751,Plastico,5000,,,,,555,2809,
315,7943,5155,Pilas,5000,1282,1383,,,,,
316,8601,2357,Pilas,5000,1622,2220,,,,,
317,1227,4033,Carton y Papeles,5000,,,4379,4744,,,
318,7432,2411,Pilas,5000,1713,4770,,,,,
319,9875,3554,Carton y Papeles,5000,,,759,4888,,,
320,7008,7958,Pilas,5000,4240,2771,,,,,
321,9815,2503,Vidrio,5000,,,,,,,3133
322,8362,2754,Vidrio,5000,,,,,,,984
323,2521,6148,Vidrio,5000,,,,,,,4384
324,1597,8034,Vidrio,5000,,,,,,,4484
325,7118,6298,Carton y Papeles,5000,,,3234,1899,,,
326,6569,9426,Pilas,5000,943,403,,,,,
327,2165,7583,Plastico,5000,,,,,3578,2200,
328,6496,6967,Carton y Papeles,5000,,,2051,1725,,,
329,8578,9485,Pilas,5000,3047,3729,,,,,
330,2598,6187,Carton y Papeles,5000,,,2717,4458,,,
331,4753,6142,Pilas,5000,3858,498,,,,,
332,4432,1241,Pilas,5000,1529,4293,,,,,
333,6800,5690,Plastico,5000,,,,,4125,177,
334,4592,6834,Carton y Papeles,5000,,,3409,3040,,,
335,9249,6496,Carton y Papeles,5000,,,4074,1174,,,
336,3454,6149,Pilas,5000,1546,3369,,,,,
337,9164,2498,Pilas,5000,1553,1848,,,,,
338,9718,5963,Pilas,5000,3082,151,,,,,
339,5526,1564,Carton y Papeles,5000,,,242,3098,,,
340,1485,3480,Plastico,5000,,,,,4015,2067,
341,8934,6794,Pilas,5000,3447,825,,,,,
342,3343,8320,Vidrio,5000,,,,,,,3372
343,2293,7999,Vidrio,5000,,,,,,,1644
344,9495,6242,Plastico,5000,,,,,1280,3074,
345,2103,8071,Vidrio,5000,,,,,,,941
346,9237,3153,Plastico,5000,,,,,1460,1268,
347,8096,7599,Carton y Papeles,5000,,,3693,4066,,,
348,2330,2104,Plastico,5000,,,,,1229,1871,
349,6668,4565,Plastico,5000,,,,,865,4853,
350,7970,1153,Carton y Papeles,5000,,,3478,1347,,,
351,8339,9062,Vidrio,5000,,,,,,,4720
352,6482,6069,Plastico,5000,,,,,2531,320,
353,6332,2908,Plastico,5000,,,,,3256,4023,
354,9860,5210,Plastico,5000,,,,,1763,1920,
355,7080,4102,Pilas,5000,4295,1246,,,,,
356,3450,8206,Vidrio,5000,,,,,,,1489
357,6428,4635,Pilas,5000,2159,2657,,,,,
358,8245,1684,Carton y Papeles,5000,,,2104,1623,,,
359,8947,5173,Pilas,5000,4585,4747,,,,,
360,5006,4120,Plastico,5000,,,,,1702,852,
361,9844,6871,Pilas,5000,5080,2100,,,,,
362,3699,1314,Vidrio,5000,,,,,,,4700
363,8439,4361,Plastico,5000,,,,,3942,1273,
364,6644,2561,Pilas,5000,3451,196,,,,,
365,7292,7149,Plastico,5000,,,,,1466,2016,
366,7688,9857,Plastico,5000,,,,,662,3162,
367,9098,7710,Carton y Papeles,5000,,,3403,2927,,,
368,6455,8648,Carton y Papeles,5000,,,960,1032,,,
369,7405,5820,Carton y Papeles,5000,,,3835,3452,,,
370,4623,8275,Vidrio,5000,,,,,,,3482
371,6941,2127,Vidrio,5000,,,,,,,2233
372,6338,2614,Vidrio,5000,,,,,,,2883
373,6966,6595,Plastico,5000,,,,,2587,4294,
374,8235,9126,Plastico,5000,,,,,4749,3137,
375,5833,7856,Vidrio,5000,,,,,,,1774
376,8070,4666,Pilas,5000,788,4636,,,,,
377,7472,2278,Plastico,5000,,,,,4056,4567,
378,3929,5455,Pilas,5000,3471,196,,,,,
379,9400,5770,Vidrio,5000,,,,,,,1298
380,4140,5844,Carton y Papeles,5000,,,1635,3582,,,
381,1898,5608,Vidrio,5000,,,,,,,371
382,7738,4832,Vidrio,5000,,,,,,,2166
383,9623,1912,Carton y Papeles,5000,,,122,651,,,
384,7231,7517,Pilas,5000,2905,4117,,,,,
385,7598,9042,Vidrio,5000,,,,,,,2099
386,6703,5014,Pilas,5000,2729,1488,,,,,
387,9682,5722,Vidrio,5000,,,,,,,755
388,4026,3677,Pilas,5000,4815,1643,,,,,
389,4948,5698,Vidrio,5000,,,,,,,3772
390,8628,9895,Plastico,5000,,,,,2059,2143,
391,8032,6797,Vidrio,5000,,,,,,,1383
392,4791,2569,Carton y Papeles,5000,,,344,2918,,,
393,2327,1208,Vidrio,5000,,,,,,,1879
394,6471,1158,Carton y Papeles,5000,,,1362,3945,,,
395,1435,4131,Vidrio,5000,,,,,,,2736
396,8619,7358,Carton y Papeles,5000,,,1391,541,,,
397,4159,1015,Plastico,5000,,,,,4371,3893,
398,9533,1841,Plastico,5000,,,,,3352,1633,
399,5074,6005,Plastico,5000,,,,,4007,2114,
400,1563,5835,Carton y Papeles,5000,,,1902,3053,,,
401,4156,9116,Carton y Papeles,5000,,,2913,5012,,,
402,2015,7132,Pilas,5000,372,2647,,,,,
403,6902,7449,Carton y Papeles,5000,,,1968,1818,,,
404,1122,5710,Carton y Papeles,5000,,,3748,1259,,,
405,9251,6257,Vidrio,5000,,,,,,,3945
406,2735,5305,Plastico,5000,,,,,2032,3342,
407,8192,9376,Plastico,5000,,,,,3825,3109,
408,6723,7536,Carton y Papeles,5000,,,2618,4959,,,
409,5664,9761,Carton y Papeles,5000,,,504,837,,,
410,7592,5146,Pilas,5000,2518,1431,,,,,
411,9864,3379,Plastico,5000,,,,,1823,696,
412,6563,5368,Vidrio,5000,,,,,,,1735
413,5330,8978,Carton y Papeles,5000,,,3723,4283,,,
414,9487,4291,Plastico,5000,,,,,592,2353,
415,3793,2885,Vidrio,5000,,,,,,,592
416,2927,8019,Pilas,5000,1587,4437,,,,,
417,6189,8305,Vidrio,5000,,,,,,,3519
418,3475,7607,Pilas,5000,1425,2244,,,,,
419,5953,1696,Carton y Papeles,5000,,,298,1115,,,
420,1136,4003,Pilas,5000,2423,2871,,,,,
421,2102,7501,Plastico,5000,,,,,4807,289,
422,3985,7493,Carton y Papeles,5000,,,3993,2012,,,
423,4928,5572,Carton y Papeles,5000,,,2345,4999,,,
424,3430,7710,Plastico,5000,,,,,968,534,
425,9457,7652,Carton y Papeles,5000,,,2812,2787,,,
426,5363,8704,Pilas,5000,3304,2552,,,,,
427,2049,5067,Vidrio,5000,,,,,,,2642
428,3615,7668,Vidrio,5000,,,,,,,4486
429,4896,9545,Plastico,5000,,,,,1952,2983,
430,6124,1072,Vidrio,5000,,,,,,,3502
431,4178,3502,Plastico,5000,,,,,1667,2177,
432,8053,8660,Carton y Papeles,5000,,,557,3236,,,
433,7140,7204,Plastico,5000,,,,,778,3481,
434,1080,9952,Plastico,5000,,,,,1596,726,
435,8175,4369,Carton y Papeles,5000,,,670,2947,,,
436,6390,3460,Pilas,5000,1607,2011,,,,,
437,2815,5256,Vidrio,5000,,,,,,,4736
438,6367,3745,Pilas,5000,4751,4351,,,,,
439,3113,9996,Plastico,5000,,,,,278,3738,
440,7479,5017,Pilas,5000,3482,1621,,,,,
441,3959,7891,Vidrio,5000,,,,,,,3236
442,2976,3375,Vidrio,5000,,,,,,,4622
443,4041,9386,Carton y Papeles,5000,,,4892,1432,,,
444,8289,6869,Carton y Papeles,5000,,,3102,2110,,,
445,2463,6666,Vidrio,5000,,,,,,,928
446,6835,2270,Plastico,5000,,,,,161,3653,
447,1216,4888,Carton y Papeles,5000,,,3008,1813,,,
448,7652,4971,Pilas,5000,1272,2661,,,,,
449,9310,8877,Pilas,5000,2740,3664,,,,,
450,6170,5584,Pilas,5000,1750,3843,,,,,
451,7789,7974,Plastico,5000,,,,,4938,3577,
452,1412,6378,Vidrio,5000,,,,,,,2893
453,9155,3077,Plastico,5000,,,,,1910,2415,
454,2717,3546,Vidrio,5000,,,,,,,1702
455,3843,4087,Vidrio,5000,,,,,,,1629
456,8611,9729,Pilas,5000,2110,4712,,,,,
457,7081,2249,Pilas,5000,3320,4773,,,,,
458,4892,8155,Carton y Papeles,5000,,,101,4034,,,
459,2226,7396,Vidrio,5000,,,,,,,4742
460,1976,1794,Plastico,5000,,,,,1064,2666,
461,1015,8227,Plastico,5000,,,,,4628,2546,
462,5405,9899,Pilas,5000,4723,4712,,,,,
463,9030,9454,Plastico,5000,,,,,3201,1103,
464,7155,5431,Vidrio,5000,,,,,,,1167
465,5485,9850,Carton y Papeles,5000,,,3498,4346,,,
466,7204,3823,Vidrio,5000,,,,,,,3498
467,3545,7891,Vidrio,5000,,,,,,,3175
468,7300,5106,Pilas,5000,1839,4959,,,,,
469,3571,6568,Pilas,5000,2865,1649,,,,,
470,5658,7887,Plastico,5000,,,,,1799,5052,
471,4779,9123,Pilas,5000,3257,2368,,,,,
472,6530,4459,Plastico,5000,,,,,2355,3248,
473,7635,1261,Carton y Papeles,5000,,,4455,2872,,,
474,7821,8508,Carton y Papeles,5000,,,1393,2325,,,
475,4819,1327,Carton y Papeles,5000,,,2476,3392,,,
476,9099,6928,Plastico,5000,,,,,874,2638,
477,4655,9778,Plastico,5000,,,,,624,4766,
478,5035,5215,Carton y Papeles,5000,,,3736,1505,,,
479,6750,1898,Carton y Papeles,5000,,,5069,622,,,
480,3965,8655,Plastico,5000,,,,,1403,2321,
481,1205,9799,Plastico,5000,,,,,3731,1830,
482,4539,8873,Plastico,5000,,,,,4977,4085,
483,4378,5032,Plastico,5000,,,,,2318,4792,
484,9360,2875,Plastico,5000,,,,,1976,1085,
485,6257,2419,Vidrio,5000,,,,,,,2637
486,7221,8120,Carton y Papeles,5000,,,1947,1111,,,
487,7971,2604,Pilas,5000,838,1705,,,,,
488,3337,3669,Pilas,5000,504,375,,,,,
489,2112,6274,Carton y Papeles,5000,,,3261,256,,,
490,9198,9001,Plastico,5000,,,,,3784,1686,
491,4314,4463,Carton y Papeles,5000,,,2357,772,,,
492,2128,4501,Pilas,5000,4088,2126,,,,,
493,4602,8899,Carton y Papeles,5000,,,4425,2980,,,
494,3343,3916,Pilas,5000,4118,1607,,,,,
495,8284,8932,Pilas,5000,1455,3810,,,,,
496,9087,8749,Carton y Papeles,5000,,,1169,658,,,
497,9548,6740,Pilas,5000,1657,1396,,,,,
498,1828,6823,Plastico,5000,,,,,373,3152,
499,6387,3855,Carton y Papeles,5000,,,2726,1313,,,
500,3119,3307,Carton y Papeles,5000,,,5048,1349,,,
501,6487,4709,Vidrio,5000,,,,,,,5025
502,1165,2977,Vidrio,5000,,,,,,,3635
503,8650,6767,Carton y Papeles,5000,,,3947,2013,,,
504,4122,4971,Vidrio,5000,,,,,,,3272
