id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
63,1808,9988,Plastico,5000,,,,,3181,556,
64,9928,2958,Plastico,5000,,,,,943,1431,
65,7325,4959,Plastico,5000,,,,,567,1448,
66,8729,3930,Carton y Papeles,5000,,,4260,2612,,,
67,2923,4841,Plastico,5000,,,,,3094,3119,
68,3664,2573,Vidrio,5000,,,,,,,4447
69,9966,3706,Plastico,5000,,,,,4013,4233,
70,8348,9077,Vidrio,5000,,,,,,,3753
71,5028,1849,Pilas,5000,5081,4617,,,,,
72,3397,5402,Pilas,5000,325,1465,,,,,
73,4803,6200,Carton y Papeles,5000,,,1049,3202,,,
74,9524,9583,Vidrio,5000,,,,,,,4131
75,6338,5939,Vidrio,5000,,,,,,,2229
76,5316,6904,Plastico,5000,,,,,1342,204,
77,7030,5122,Carton y Papeles,5000,,,4043,4465,,,
78,6434,1338,Plastico,5000,,,,,1555,2919,
79,9243,6848,Pilas,5000,927,1391,,,,,
80,5124,3284,Vidrio,5000,,,,,,,1161
81,6495,3256,Pilas,5000,133,3041,,,,,
82,1650,3535,Carton y Papeles,5000,,,2421,4374,,,
83,9917,7618,Vidrio,5000,,,,,,,3401
84,4339,2090,Vidrio,5000,,,,,,,2544
85,3008,9100,Plastico,5000,,,,,1900,646,
86,8555,5780,Plastico,5000,,,,,2283,557,
87,6916,2216,Vidrio,5000,,,,,,,3509
88,4189,1299,Pilas,5000,1627,1555,,,,,
89,9010,9551,Vidrio,5000,,,,,,,993
90,1996,9089,Carton y Papeles,5000,,,4902,164,,,
91,2752,9731,Carton y Papeles,5000,,,2081,2807,,,
92,6899,4759,Carton y Papeles,5000,,,3143,4363,,,
93,8967,6902,Plastico,5000,,,,,2436,925,
94,3561,9719,Vidrio,5000,,,,,,,1710
95,6826,6717,Pilas,5000,924,3913,,,,,
96,6291,1860,Pilas,5000,3526,713,,,,,
97,2290,3649,Plastico,5000,,,,,1468,4249,
98,8750,1558,Pilas,5000,1540,2658,,,,,
99,8956,3434,Pilas,5000,3067,465,,,,,
100,2255,6355,Vidrio,5000,,,,,,,312
101,7098,9636,Plastico,5000,,,,,3413,1729,
102,3983,4283,Pilas,5000,395,4436,,,,,
103,4652,1757,Carton y Papeles,5000,,,3438,5052,,,
104,1900,5836,Vidrio,5000,,,,,,,774
105,3506,3866,Carton y Papeles,5000,,,4530,3736,,,
106,9991,6696,Carton y Papeles,5000,,,354,2549,,,
107,6217,2739,Carton y Papeles,5000,,,132,4514,,,
108,9537,7988,Vidrio,5000,,,,,,,1501
109,6425,7035,Vidrio,5000,,,,,,,2247
110,5459,8587,Carton y Papeles,5000,,,2574,1059,,,
111,4660,1271,Pilas,5000,2939,4570,,,,,
112,2919,9291,Carton y Papeles,5000,,,4670,2884,,,
113,6110,2121,Plastico,5000,,,,,1614,3179,
114,4576,7889,Plastico,5000,,,,,2375,2869,
115,6258,1380,Plastico,5000,,,,,634,3543,
116,8118,1221,Vidrio,5000,,,,,,,1416
117,3131,3669,Vidrio,5000,,,,,,,3608
118,3174,2597,Plastico,5000,,,,,2332,1045,
119,2307,1520,Plastico,5000,,,,,3098,2433,
120,2140,3220,Vidrio,5000,,,,,,,1662
121,4170,1685,Pilas,5000,3648,488,,,,,
122,4060,1251,Pilas,5000,2161,3327,,,,,
123,8039,6980,Plastico,5000,,,,,2238,4249,
124,3136,7588,Plastico,5000,,,,,3944,2115,
125,6622,9970,Carton y Papeles,5000,,,4986,4390,,,
126,4865,3697,Plastico,5000,,,,,981,1276,
127,8428,8449,Carton y Papeles,5000,,,4104,3944,,,
128,7912,3619,Pilas,5000,3965,514,,,,,
129,3614,4255,Pilas,5000,4910,3469,,,,,
130,7383,1882,Vidrio,5000,,,,,,,2243
131,9168,8974,Pilas,5000,4069,3076,,,,,
132,9712,3891,Carton y Papeles,5000,,,4457,4868,,,
133,1366,5166,Plastico,5000,,,,,4036,2482,
134,3820,9731,Pilas,5000,3186,1529,,,,,
135,1612,8727,Pilas,5000,1553,5006,,,,,
136,3872,8032,Plastico,5000,,,,,2196,2605,
137,3811,6427,Vidrio,5000,,,,,,,3372
138,6829,1465,Plastico,5000,,,,,948,3569,
139,3409,6019,Vidrio,5000,,,,,,,4813
140,9236,3461,Vidrio,5000,,,,,,,2527
141,2288,9053,Vidrio,5000,,,,,,,3704
142,7069,6291,Plastico,5000,,,,,3119,2781,
143,2154,2752,Vidrio,5000,,,,,,,2447
144,7398,1173,Plastico,5000,,,,,4612,3567,
145,1645,4180,Pilas,5000,4901,949,,,,,
146,7413,3133,Pilas,5000,4339,3730,,,,,
147,5516,1395,Pilas,5000,792,3637,,,,,
148,3776,6850,Plastico,5000,,,,,2888,2494,
149,9587,4730,Plastico,5000,,,,,2513,1040,
150,6824,1916,Plastico,5000,,,,,982,411,
151,4917,9070,Vidrio,5000,,,,,,,1217
152,3756,5415,Vidrio,5000,,,,,,,1290
153,9884,2167,Plastico,5000,,,,,377,661,
154,2955,6049,Vidrio,5000,,,,,,,533
155,5893,3002,Pilas,5000,1865,1397,,,,,
156,6506,2137,Vidrio,5000,,,,,,,2265
157,6821,8746,Plastico,5000,,,,,5029,841,
158,4320,1451,Carton y Papeles,5000,,,3659,493,,,
159,4417,4756,Plastico,5000,,,,,3548,3403,
160,9435,3001,Plastico,5000,,,,,942,3157,
161,1703,2333,Vidrio,5000,,,,,,,3235
162,3584,3730,Vidrio,5000,,,,,,,1269
163,9147,5893,Plastico,5000,,,,,426,3739,
164,2069,6499,Carton y Papeles,5000,,,2969,4813,,,
165,6405,3460,Vidrio,5000,,,,,,,4882
166,9760,4620,Pilas,5000,1052,495,,,,,
167,4942,4530,Carton y Papeles,5000,,,2349,4574,,,
168,9216,8888,Plastico,5000,,,,,4800,4503,
169,6588,5085,Vidrio,5000,,,,,,,2841
170,7351,9550,Vidrio,5000,,,,,,,2688
171,8451,2349,Vidrio,5000,,,,,,,4215
172,7877,4138,Vidrio,5000,,,,,,,3098
173,4419,5841,Plastico,5000,,,,,401,3385,
174,9606,4101,Carton y Papeles,5000,,,412,907,,,
175,5274,4312,Vidrio,5000,,,,,,,2091
176,5065,9022,Plastico,5000,,,,,3233,4960,
177,7018,6234,Vidrio,5000,,,,,,,2400
178,9791,4707,Plastico,5000,,,,,1783,4704,
179,7841,5871,Carton y Papeles,5000,,,1072,1953,,,
180,6605,9965,Pilas,5000,2526,3005,,,,,
181,6614,5623,Vidrio,5000,,,,,,,4721
182,2758,4941,Vidrio,5000,,,,,,,2386
183,9362,5380,Carton y Papeles,5000,,,2222,2854,,,
184,6498,6791,Pilas,5000,1572,4164,,,,,
185,4714,9991,Carton y Papeles,5000,,,1210,3609,,,
186,5255,7382,Plastico,5000,,,,,3369,2852,
187,3003,7928,Carton y Papeles,5000,,,4167,985,,,
188,1534,8736,Carton y Papeles,5000,,,1030,4637,,,
189,8576,7834,Vidrio,5000,,,,,,,4065
190,6421,2684,Carton y Papeles,5000,,,4809,5037,,,
191,9970,1737,Vidrio,5000,,,,,,,2025
192,9279,9167,Vidrio,5000,,,,,,,352
193,9006,5414,Pilas,5000,3436,2351,,,,,
194,9117,6631,Vidrio,5000,,,,,,,1997
195,1348,5665,Plastico,5000,,,,,2741,2801,
196,5410,7875,Plastico,5000,,,,,1805,259,
197,8876,1250,Pilas,5000,314,3029,,,,,
198,5290,9196,Carton y Papeles,5000,,,4418,2790,,,
199,4625,6762,Pilas,5000,304,3763,,,,,
200,5464,5336,Plastico,5000,,,,,1193,730,
201,2640,8746,Vidrio,5000,,,,,,,335
202,3076,8111,Vidrio,5000,,,,,,,4632
203,3340,8474,Plastico,5000,,,,,3716,1995,
204,6060,4587,Plastico,5000,,,,,4965,331,
205,2681,2212,Plastico,5000,,,,,4852,3580,
206,7615,2785,Pilas,5000,2493,1282,,,,,
207,1125,3608,Plastico,5000,,,,,4198,2793,
208,8700,7447,Vidrio,5000,,,,,,,764
209,7405,6493,Plastico,5000,,,,,2460,1434,
210,7967,8480,Pilas,5000,809,2990,,,,,
211,5305,7411,Vidrio,5000,,,,,,,5087
212,4019,2115,Pilas,5000,409,4683,,,,,
213,9725,3420,Vidrio,5000,,,,,,,2101
214,4666,2790,Vidrio,5000,,,,,,,4605
215,9518,7907,Carton y Papeles,5000,,,2463,143,,,
216,4438,3410,Plastico,5000,,,,,4046,2933,
217,8921,9173,Plastico,5000,,,,,2527,2801,
218,2521,5835,Vidrio,5000,,,,,,,3709
219,4972,2146,Pilas,5000,881,1402,,,,,
220,7496,7006,Vidrio,5000,,,,,,,2897
221,7942,7519,Pilas,5000,4363,4232,,,,,
222,4941,2884,Pilas,5000,1424,2122,,,,,
223,6775,6172,Vidrio,5000,,,,,,,2764
224,6948,2933,Plastico,5000,,,,,1676,2347,
225,4058,8515,Carton y Papeles,5000,,,5029,2814,,,
226,7123,1837,Plastico,5000,,,,,1999,177,
227,2357,9809,Plastico,5000,,,,,185,4124,
228,2933,8765,Vidrio,5000,,,,,,,4476
229,2413,1033,Vidrio,5000,,,,,,,4465
230,5983,6570,Vidrio,5000,,,,,,,1512
231,7397,4100,Carton y Papeles,5000,,,3293,4166,,,
232,4054,8780,Pilas,5000,2442,2442,,,,,
233,8059,4681,Vidrio,5000,,,,,,,2926
234,9737,2574,Plastico,5000,,,,,780,4949,
235,9114,3366,Carton y Papeles,5000,,,3444,3659,,,
236,9741,5893,Carton y Papeles,5000,,,2043,1589,,,
237,7352,4359,Vidrio,5000,,,,,,,4757
238,9240,5975,Vidrio,5000,,,,,,,4110
239,8441,3340,Vidrio,5000,,,,,,,2853
240,4757,9853,Vidrio,5000,,,,,,,211
241,7206,4454,Carton y Papeles,5000,,,1275,1662,,,
242,3745,9751,Plastico,5000,,,,,3687,4426,
243,7776,1968,Vidrio,5000,,,,,,,1880
244,6930,6875,Pilas,5000,2163,4222,,,,,
245,7412,2541,Plastico,5000,,,,,2870,2049,
246,7294,8875,Pilas,5000,4902,3250,,,,,
247,1367,9286,Carton y Papeles,5000,,,3246,1809,,,
248,6333,1713,Plastico,5000,,,,,1541,4650,
249,8815,4709,Carton y Papeles,5000,,,1199,4926,,,
250,5340,1432,Vidrio,5000,,,,,,,2286
251,3829,7720,Vidrio,5000,,,,,,,3175
252,6757,2227,Carton y Papeles,5000,,,2096,4350,,,
253,9282,3316,Vidrio,5000,,,,,,,2230
254,9604,3892,Carton y Papeles,5000,,,4637,553,,,
255,3704,4161,Carton y Papeles,5000,,,4381,3968,,,
256,3339,1830,Pilas,5000,1467,1739,,,,,
257,6727,4730,Carton y Papeles,5000,,,1539,2893,,,
258,5061,3969,Vidrio,5000,,,,,,,4512
259,5272,9596,Pilas,5000,1056,4666,,,,,
260,8140,4763,Carton y Papeles,5000,,,1959,580,,,
261,1044,9540,Pilas,5000,1785,3207,,,,,
262,2669,3695,Plastico,5000,,,,,4364,2634,
263,2193,3543,Vidrio,5000,,,,,,,2713
264,8104,4220,Carton y Papeles,5000,,,978,4843,,,
265,2406,5269,Plastico,5000,,,,,1867,1649,
266,1307,5909,Pilas,5000,1148,517,,,,,
267,7844,9114,Pilas,5000,3867,3508,,,,,
268,8758,8629,Carton y Papeles,5000,,,306,1302,,,
269,9547,1883,Pilas,5000,1070,3594,,,,,
270,6285,2453,Pilas,5000,637,2327,,,,,
271,3514,8481,Vidrio,5000,,,,,,,2469
272,6752,5338,Pilas,5000,1036,576,,,,,
273,9031,2204,Plastico,5000,,,,,301,3111,
274,1290,9450,Plastico,5000,,,,,4266,2600,
275,3682,2213,Pilas,5000,361,4926,,,,,
276,6442,3745,Pilas,5000,1910,4574,,,,,
277,7585,8324,Pilas,5000,3680,4314,,,,,
278,4049,1498,Pilas,5000,2088,1503,,,,,
279,2775,4459,Plastico,5000,,,,,4642,1587,
280,6399,3032,Carton y Papeles,5000,,,4488,2628,,,
281,8390,1930,Plastico,5000,,,,,3068,1879,
282,5604,2179,Vidrio,5000,,,,,,,2832
283,3156,4260,Pilas,5000,1331,966,,,,,
284,7671,4247,Carton y Papeles,5000,,,694,4768,,,
285,5208,5071,Vidrio,5000,,,,,,,3194
286,5860,7421,Carton y Papeles,5000,,,148,3021,,,
287,1009,5077,Carton y Papeles,5000,,,1959,2495,,,
288,1934,8801,Carton y Papeles,5000,,,1891,3062,,,
289,9922,1389,Carton y Papeles,5000,,,3879,4465,,,
290,5282,4672,Pilas,5000,4774,2305,,,,,
291,9075,3564,Carton y Papeles,5000,,,514,4833,,,
292,9966,9930,Vidrio,5000,,,,,,,3482
293,6951,7368,Pilas,5000,286,2566,,,,,
294,1267,6107,Pilas,5000,2869,3433,,,,,
295,8070,4149,Carton y Papeles,5000,,,3464,3101,,,
296,8357,2637,Pilas,5000,2910,3802,,,,,
297,1575,2016,Carton y Papeles,5000,,,831,3655,,,
298,5914,3263,Pilas,5000,4579,3709,,,,,
299,7115,1265,Vidrio,5000,,,,,,,3893
300,1121,2900,Plastico,5000,,,,,326,4610,
301,2198,4717,Plastico,5000,,,,,1352,1815,
302,9630,8747,Vidrio,5000,,,,,,,1767
303,6874,7238,Pilas,5000,1810,1501,,,,,
304,1228,5921,Carton y Papeles,5000,,,1996,3968,,,
305,9920,8196,Carton y Papeles,5000,,,4766,2301,,,
306,9556,8452,Vidrio,5000,,,,,,,4482
307,6671,8667,Plastico,5000,,,,,703,2292,
308,7505,6520,Carton y Papeles,5000,,,2148,4376,,,
309,3605,8951,Pilas,5000,452,207,,,,,
310,8446,3125,Carton y Papeles,5000,,,1899,4000,,,
311,3904,8552,Pilas,5000,2126,4862,,,,,
312,1994,9881,Plastico,5000,,,,,3378,2930,
313,4050,4305,Plastico,5000,,,,,1397,730,
314,6060,2811,Pilas,5000,2799,4099,,,,,
315,8666,4128,Carton y Papeles,5000,,,3019,753,,,
316,8258,8376,Vidrio,5000,,,,,,,220
317,1919,9233,Pilas,5000,4025,1774,,,,,
318,8675,8205,Vidrio,5000,,,,,,,1217
319,9193,7177,Vidrio,5000,,,,,,,316
320,1841,9622,Carton y Papeles,5000,,,3548,668,,,
321,3957,2877,Pilas,5000,3673,2468,,,,,
322,8267,9741,Pilas,5000,1429,846,,,,,
323,1807,9551,Vidrio,5000,,,,,,,2716
324,9909,9246,Pilas,5000,4797,1282,,,,,
325,8535,5848,Plastico,5000,,,,,1779,1558,
326,8877,3700,Carton y Papeles,5000,,,779,5083,,,
327,8266,1882,Pilas,5000,2784,978,,,,,
328,9110,6864,Pilas,5000,3996,4903,,,,,
329,4790,5964,Plastico,5000,,,,,3515,2373,
330,5380,2148,Plastico,5000,,,,,3731,4118,
331,9232,8765,Plastico,5000,,,,,652,971,
332,5989,9681,Vidrio,5000,,,,,,,4372
333,5009,9896,Vidrio,5000,,,,,,,1229
334,6105,6002,Plastico,5000,,,,,1294,3845,
335,6218,5602,Plastico,5000,,,,,991,1379,
336,4929,8092,Pilas,5000,4023,2837,,,,,
337,5661,4454,Carton y Papeles,5000,,,1054,4173,,,
338,2888,4268,Carton y Papeles,5000,,,3738,5051,,,
339,2433,4611,Carton y Papeles,5000,,,3986,1207,,,
340,8266,3404,Pilas,5000,2401,3480,,,,,
341,1334,6394,Plastico,5000,,,,,1033,2498,
342,5337,3163,Pilas,5000,2937,4721,,,,,
343,9261,3285,Vidrio,5000,,,,,,,2209
344,4384,9699,Carton y Papeles,5000,,,3376,3579,,,
345,1397,4974,Vidrio,5000,,,,,,,2121
346,7926,6413,Carton y Papeles,5000,,,2487,4752,,,
347,2641,8075,Plastico,5000,,,,,1410,2490,
348,2317,4206,Vidrio,5000,,,,,,,2364
349,6601,4618,Vidrio,5000,,,,,,,681
350,1833,5251,Plastico,5000,,,,,4218,3586,
351,3158,3828,Pilas,5000,325,3282,,,,,
352,9558,6496,Carton y Papeles,5000,,,5057,4404,,,
353,9101,4992,Plastico,5000,,,,,3808,3104,
354,3966,3379,Vidrio,5000,,,,,,,3429
355,9466,5741,Pilas,5000,3476,2378,,,,,
356,7635,9841,Pilas,5000,1955,2522,,,,,
357,2842,6080,Plastico,5000,,,,,829,4909,
358,7731,6624,Plastico,5000,,,,,4475,2571,
359,6744,6705,Pilas,5000,2266,1187,,,,,
360,6633,2043,Vidrio,5000,,,,,,,2847
361,3111,7772,Carton y Papeles,5000,,,4934,2686,,,
362,5975,5469,Carton y Papeles,5000,,,1511,868,,,
363,2622,1724,Plastico,5000,,,,,1469,1525,
364,7121,7668,Carton y Papeles,5000,,,177,4529,,,
365,2080,1471,Pilas,5000,4858,1033,,,,,
366,7840,6326,Carton y Papeles,5000,,,2137,814,,,
367,2049,5759,Pilas,5000,911,2616,,,,,
368,6741,4925,Carton y Papeles,5000,,,720,422,,,
369,9728,9595,Pilas,5000,3191,1971,,,,,
370,3483,9371,Vidrio,5000,,,,,,,4278
371,5007,7329,Plastico,5000,,,,,4730,3971,
372,1062,5989,Pilas,5000,2316,4804,,,,,
373,7821,2533,Pilas,5000,4437,1782,,,,,
374,4267,9614,Carton y Papeles,5000,,,862,2191,,,
375,4446,5688,Plastico,5000,,,,,1643,2516,
376,8219,6508,Pilas,5000,2577,1217,,,,,
377,2192,6027,Carton y Papeles,5000,,,4643,1773,,,
378,6087,3763,Pilas,5000,3511,4411,,,,,
379,9536,9714,Pilas,5000,185,2775,,,,,
380,7794,9645,Vidrio,5000,,,,,,,2056
381,6921,8014,Plastico,5000,,,,,1281,995,
382,2693,3542,Carton y Papeles,5000,,,1504,3415,,,
383,7351,6141,Carton y Papeles,5000,,,2560,3599,,,
384,6021,3006,Plastico,5000,,,,,595,152,
385,5660,5922,Pilas,5000,2686,3134,,,,,
386,6817,1881,Pilas,5000,102,875,,,,,
387,3655,2846,Carton y Papeles,5000,,,2571,652,,,
388,7502,2001,Pilas,5000,597,2593,,,,,
389,4547,7505,Vidrio,5000,,,,,,,1260
390,9400,8552,Carton y Papeles,5000,,,4072,287,,,
391,4135,3044,Carton y Papeles,5000,,,2381,4846,,,
392,6659,5277,Plastico,5000,,,,,3276,387,
393,5374,4020,Vidrio,5000,,,,,,,2943
394,5757,3769,Pilas,5000,3555,2795,,,,,
395,3779,2945,Vidrio,5000,,,,,,,402
396,6455,4491,Vidrio,5000,,,,,,,3503
397,3596,9096,Carton y Papeles,5000,,,2234,607,,,
398,4829,7704,Vidrio,5000,,,,,,,3009
399,3195,8416,Pilas,5000,3167,4913,,,,,
400,3324,8690,Pilas,5000,3664,2406,,,,,
