id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
37,7645,8227,Pilas,5000,4746,228,,,,,
38,4231,4293,Carton y Papeles,5000,,,1176,794,,,
39,9305,94,Vidrio,5000,,,,,,,629
40,6735,7847,Plastico,5000,,,,,2867,3415,
41,8479,4591,Vidrio,5000,,,,,,,3162
42,7417,638,Pilas,5000,4918,205,,,,,
43,613,3107,Carton y Papeles,5000,,,183,114,,,
44,7240,3324,Plastico,5000,,,,,3077,1103,
45,2783,4462,Carton y Papeles,5000,,,5034,1140,,,
46,4833,87,Carton y Papeles,5000,,,1625,1385,,,
47,3197,8686,Carton y Papeles,5000,,,2162,3979,,,
48,981,3718,Carton y Papeles,5000,,,3160,4107,,,
49,1065,5021,Plastico,5000,,,,,589,1153,
50,9295,9289,Carton y Papeles,5000,,,1118,4240,,,
51,5986,3095,Carton y Papeles,5000,,,786,1751,,,
52,5135,7046,Vidrio,5000,,,,,,,502
53,6078,9524,Carton y Papeles,5000,,,1032,3599,,,
54,8194,4570,Carton y Papeles,5000,,,1046,3938,,,
55,2152,8361,Plastico,5000,,,,,2049,1583,
56,6236,3345,Carton y Papeles,5000,,,4442,1400,,,
57,8614,509,Plastico,5000,,,,,727,1645,
58,4688,6219,Pilas,5000,959,3575,,,,,
59,9137,3955,Carton y Papeles,5000,,,4966,809,,,
60,4389,2877,Plastico,5000,,,,,2372,4455,
61,1978,5519,Pilas,5000,1512,2220,,,,,
62,2199,8781,Plastico,5000,,,,,4515,3047,
63,3957,2940,Pilas,5000,3689,3980,,,,,
64,2366,7893,Pilas,5000,2946,1278,,,,,
65,7254,3733,Plastico,5000,,,,,180,4580,
66,3199,9384,Carton y Papeles,5000,,,3701,3922,,,
67,1963,5587,Carton y Papeles,5000,,,3748,901,,,
68,4898,1959,Plastico,5000,,,,,2208,1760,
69,7431,3676,Carton y Papeles,5000,,,3729,2979,,,
70,1268,5682,Vidrio,5000,,,,,,,2091
71,1632,9807,Vidrio,5000,,,,,,,2534
72,5909,8267,Pilas,5000,3015,1006,,,,,
73,8685,6320,Plastico,5000,,,,,3782,305,
74,2246,2914,Vidrio,5000,,,,,,,2371
75,3148,1591,Carton y Papeles,5000,,,2735,217,,,
76,1468,782,Pilas,5000,3245,1650,,,,,
77,7079,3001,Pilas,5000,1590,1603,,,,,
78,6346,276,Plastico,5000,,,,,3939,251,
79,2449,4500,Vidrio,5000,,,,,,,2833
80,8145,8023,Pilas,5000,184,203,,,,,
81,5641,9566,Carton y Papeles,5000,,,3063,3282,,,
82,8435,7596,Carton y Papeles,5000,,,4566,2068,,,
83,3280,5069,Carton y Papeles,5000,,,3833,2974,,,
84,1718,9089,Vidrio,5000,,,,,,,2515
85,6629,2165,Vidrio,5000,,,,,,,810
86,5432,3429,Vidrio,5000,,,,,,,4969
87,7955,2434,Carton y Papeles,5000,,,2608,1585,,,
88,5242,2675,Plastico,5000,,,,,4158,2681,
89,120,9649,Pilas,5000,2014,3951,,,,,
90,7091,6389,Vidrio,5000,,,,,,,2165
91,9632,5552,Plastico,5000,,,,,2357,777,
92,2098,5167,Plastico,5000,,,,,2460,4371,
93,9290,5170,Carton y Papeles,5000,,,642,4956,,,
94,3588,8493,Vidrio,5000,,,,,,,3962
95,4464,3060,Carton y Papeles,5000,,,4972,3188,,,
96,6544,8903,Pilas,5000,2388,2619,,,,,
97,6787,7877,Vidrio,5000,,,,,,,4779
98,6428,8647,Pilas,5000,2068,2287,,,,,
99,1441,862,Carton y Papeles,5000,,,4911,2698,,,
100,4217,1552,Plastico,5000,,,,,595,4612,
