id_C;Tipo;CX;CY;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado;Domingo
73;Vidiro;10186;5993;;2898;;496;;;5055;
74;RAEE;5029;5374;;;4272;1600;1603;;4158;
75;RAEE;6999;5405;;;1518;3294;2591;;3695;
76;Plastico;6411;2322;2225;281;2178;4410;2939;1409;2511;
77;Plastico;4510;2847;4375;4746;4253;682;3775;3627;1733;
78;RAEE;10200;7379;;;3358;3830;3994;;1469;
79;Vidiro;1149;4441;;3844;;3952;;;1635;
80;Carton;5274;6977;;2804;;;;;;
81;RAEE;2639;10556;;;4151;4518;961;;2908;
82;Vidiro;6045;7859;;728;;1987;;;3292;
83;Carton;9613;2087;;3202;;;;;;
84;RAEE;1697;9301;;;3518;3550;1890;;3731;
85;Plastico;9547;7994;2921;3072;1983;625;4711;2891;991;
86;Pilas;1014;9561;4274;3707;;;5064;;;
87;Carton;9839;1587;;2131;;;;;;
88;Plastico;6552;10290;3755;5087;1356;2104;3506;4806;246;
89;Pilas;8037;10605;3656;3878;;;1564;;;
90;Vidiro;1440;10304;;4683;;1647;;;3894;
91;RAEE;9145;10652;;;3204;1069;1908;;3791;
92;Vidiro;8820;4840;;3563;;1894;;;4350;
93;Carton;4450;9050;;3308;;;;;;
94;Carton;10109;8752;;166;;;;;;
95;Pilas;10893;6154;2809;694;;;4601;;;
96;Vidiro;1137;6178;;4032;;4775;;;2153;
97;Plastico;9253;8779;161;2922;2294;353;2165;757;3500;
98;Plastico;7316;10108;4022;3768;3363;3127;366;3430;4372;
99;Carton;1421;4527;;1115;;;;;;
100;Pilas;4028;4471;528;2503;;;3672;;;
101;Carton;8481;1656;;603;;;;;;
102;Vidiro;8069;5173;;3775;;2691;;;3455;
103;Pilas;9427;1259;1329;633;;;3936;;;
104;Plastico;6845;9560;4275;2932;4623;2802;1266;1991;2182;
105;Pilas;5637;1788;3492;4461;;;5092;;;
106;Plastico;1400;3064;3921;2690;4645;2596;281;4353;2375;
107;Pilas;1440;10420;1073;3356;;;4450;;;
108;Plastico;1886;3359;170;3334;4031;1336;225;1113;2325;
109;RAEE;8266;10875;;;1727;1319;2469;;143;
110;Vidiro;9067;2191;;4064;;139;;;2914;
111;Carton;4217;8315;;4090;;;;;;
112;Carton;8172;2932;;2974;;;;;;
113;Vidiro;3818;6957;;2988;;644;;;3134;
114;RAEE;1477;6669;;;4154;4387;1726;;1124;
115;Vidiro;1914;8846;;1058;;2365;;;1036;
116;Vidiro;10943;2229;;2858;;899;;;1095;
117;RAEE;9716;10789;;;748;3487;2493;;4918;
118;RAEE;6697;8848;;;1341;982;4636;;3362;
119;Pilas;3633;5942;711;1066;;;4916;;;
120;Carton;4457;1712;;822;;;;;;
121;Plastico;7648;8070;428;1280;4203;1423;4996;3992;2294;
122;Plastico;2897;4631;1815;4428;3887;874;669;1121;1762;
123;Pilas;1184;9654;2834;4366;;;2671;;;
124;Vidiro;9902;5075;;1129;;1250;;;1384;
125;RAEE;4099;10454;;;731;3657;4388;;627;
126;RAEE;8449;2482;;;1180;2522;592;;1861;
127;Plastico;2209;7266;2331;3029;3966;2337;986;3052;2955;
128;Vidiro;5809;2855;;3193;;2984;;;4533;
129;Plastico;1729;8335;3793;3066;2544;4433;4945;1345;2268;
130;Plastico;9622;4677;4214;538;3603;1832;4221;2186;1113;
131;RAEE;8987;10324;;;2392;3631;1809;;4247;
132;Carton;2814;7154;;1347;;;;;;
133;Carton;4235;1718;;2028;;;;;;
134;RAEE;4684;9930;;;3629;275;4882;;3603;
135;RAEE;6205;1724;;;743;4327;802;;4864;
136;RAEE;2314;7715;;;2090;3715;2848;;1973;
137;Vidiro;2676;7895;;2930;;4026;;;1387;
138;RAEE;2065;5644;;;4445;4780;3156;;2059;
139;Vidiro;5561;5584;;3165;;4889;;;3917;
140;Plastico;8034;2784;4188;3001;2163;904;3457;4153;871;
141;RAEE;7105;1926;;;3100;1066;1729;;3378;
142;RAEE;9606;5046;;;1480;4843;4054;;888;
143;RAEE;9055;10867;;;1248;4384;2965;;1418;
144;Pilas;3671;5650;1859;2651;;;2878;;;
145;Vidiro;8563;1908;;4786;;2113;;;561;
146;Vidiro;4485;7365;;1566;;4743;;;134;
147;Carton;7864;1269;;1708;;;;;;
148;Vidiro;10223;5906;;542;;1731;;;2263;
149;Carton;5727;5496;;2498;;;;;;
150;RAEE;10146;6548;;;3149;3426;4525;;409;
151;Plastico;3861;5111;3423;4049;139;1203;1867;1134;1237;
152;Pilas;4632;2303;1692;1978;;;261;;;
153;Plastico;8607;3321;4870;3500;2741;3352;898;1887;3900;
154;RAEE;3659;2189;;;2184;1598;2792;;2648;
155;Plastico;6173;2015;312;2218;3364;1347;4707;1996;2650;
156;RAEE;10862;4488;;;124;2547;3202;;3268;
157;RAEE;8218;2502;;;1922;3752;4049;;2074;
158;Vidiro;2311;1138;;3496;;1736;;;4598;
159;Vidiro;6944;9161;;3893;;3474;;;4084;
160;Carton;3057;6973;;406;;;;;;
161;Carton;5875;10806;;4404;;;;;;
162;Vidiro;5830;3594;;3098;;4912;;;360;
163;Plastico;6160;3986;4209;5060;1676;4347;1866;5072;2335;
164;Plastico;7264;3268;1877;1161;223;2213;4570;2548;2157;
165;Vidiro;2128;8323;;1375;;3080;;;1793;
166;Vidiro;6221;7738;;1485;;2099;;;1303;
167;Plastico;5371;3263;4431;3939;1011;1197;263;4599;2461;
168;Carton;8431;2248;;4944;;;;;;
169;Pilas;2371;8604;271;1113;;;1895;;;
170;Pilas;8494;8876;574;1021;;;4743;;;
171;Vidiro;3213;7965;;664;;4620;;;499;
172;Vidiro;8827;7185;;1767;;3548;;;2280;
173;RAEE;2830;8947;;;714;4295;1485;;1910;
174;Pilas;7918;6341;2189;1455;;;3021;;;
175;Vidiro;1936;10231;;1510;;1605;;;2087;
176;Plastico;9623;10822;4287;4442;4867;3467;1979;950;1486;
177;Vidiro;6328;10382;;3375;;376;;;282;
178;Vidiro;9823;7661;;841;;3455;;;4570;
179;Vidiro;10183;10710;;219;;393;;;2539;
180;Vidiro;3881;9150;;1605;;3072;;;245;
181;RAEE;3044;3315;;;1863;4294;3566;;3249;
182;Vidiro;5522;3849;;4250;;4577;;;3000;
183;Pilas;3973;8491;166;946;;;2168;;;
184;Vidiro;1601;2908;;2172;;2301;;;4702;
185;Pilas;10954;2704;2911;4776;;;1978;;;
186;Plastico;10855;9343;3071;3990;1709;1220;4864;910;3938;
187;Carton;9914;1287;;3339;;;;;;
188;Carton;8778;6688;;5076;;;;;;
189;RAEE;3756;1259;;;5020;2432;538;;974;
190;Plastico;8286;8142;197;1918;4585;1404;262;4079;4375;
191;Carton;10052;2940;;3916;;;;;;
192;Vidiro;5102;1586;;4490;;129;;;2422;
193;Pilas;9520;1718;3597;4926;;;2340;;;
194;Plastico;7733;2098;2271;2073;1958;765;4680;3407;2584;
195;Vidiro;6417;5611;;4496;;3987;;;4502;
196;Vidiro;3689;1635;;1891;;2673;;;3753;
197;Carton;8533;3603;;1154;;;;;;
198;Vidiro;4321;10308;;3247;;1648;;;2736;
199;Pilas;1598;8472;2671;782;;;1925;;;
200;Carton;4503;9989;;372;;;;;;
201;Pilas;4601;5659;3940;4161;;;3809;;;
202;Carton;6827;4632;;3500;;;;;;
203;Vidiro;9637;4034;;4713;;540;;;776;
204;Carton;1274;3695;;1922;;;;;;
205;Plastico;7684;6774;2944;3445;1429;1121;3300;419;1783;
206;RAEE;9472;6272;;;4592;564;3208;;4654;
207;Pilas;7291;7740;1143;1829;;;4541;;;
208;RAEE;3047;3695;;;4175;3069;4029;;4351;
209;Pilas;7143;2965;1890;1261;;;4822;;;
210;RAEE;4120;3183;;;4891;318;2846;;1515;
211;RAEE;3912;4591;;;1120;3245;4622;;4212;
212;Plastico;5552;6565;445;4064;3637;1679;3140;1606;1961;
213;Carton;4643;3649;;3769;;;;;;
214;Vidiro;6792;10988;;364;;3623;;;470;
215;Vidiro;1055;9741;;1570;;3105;;;3159;
216;Carton;10701;1378;;675;;;;;;
217;Pilas;10490;8108;1784;2554;;;1557;;;
218;Plastico;7573;5033;3179;2346;4592;2181;2525;4613;4325;
219;RAEE;3413;5257;;;2388;1079;4644;;2481;
220;Carton;1447;3366;;3607;;;;;;
221;Vidiro;9419;1764;;4094;;1707;;;4624;
222;Vidiro;2486;10643;;3043;;1317;;;2463;
223;Plastico;9792;6648;4737;4181;3487;4250;3406;2252;4859;
224;Vidiro;8795;5440;;3791;;1921;;;1286;
225;Vidiro;3409;4559;;2280;;776;;;2208;
226;Plastico;2174;4635;4113;3378;5062;3408;4595;3778;3553;
227;Pilas;2496;10640;677;3127;;;2340;;;
228;Pilas;1236;6179;3131;1071;;;2838;;;
229;RAEE;9075;3792;;;584;2803;5069;;2765;
230;Carton;4379;8078;;2114;;;;;;
231;Pilas;1062;1556;1477;3965;;;2592;;;
232;Vidiro;6055;3318;;1147;;1860;;;1018;
233;RAEE;10074;5000;;;705;2452;4285;;1676;
234;Pilas;6091;9612;467;549;;;3523;;;
235;Pilas;1337;10466;3867;4757;;;1621;;;
236;Carton;1181;2566;;1658;;;;;;
237;Pilas;1431;1659;4201;1099;;;4112;;;
238;Vidiro;3213;7917;;1313;;3171;;;1495;
239;Vidiro;4566;4609;;109;;2321;;;143;
240;RAEE;2728;8670;;;3517;3588;3074;;2284;
241;Vidiro;5498;6847;;1164;;4114;;;1728;
242;RAEE;3847;2025;;;2048;2124;5058;;613;
243;Carton;6294;6749;;3465;;;;;;
244;RAEE;9496;7644;;;2920;3105;648;;4315;
245;RAEE;10734;5570;;;3251;3159;3460;;1788;
246;Carton;3557;10208;;5073;;;;;;
247;Pilas;10574;9386;2051;4432;;;1220;;;
248;Vidiro;6327;5291;;721;;1492;;;4811;
249;Vidiro;9987;5888;;2413;;2808;;;813;
250;RAEE;5213;2924;;;236;2410;5051;;4647;
251;Carton;1671;8991;;1331;;;;;;
252;Plastico;10749;4429;3235;1349;4208;2568;3821;4535;3211;
253;Vidiro;1354;6057;;165;;496;;;843;
254;RAEE;3773;5061;;;4939;3375;1828;;1738;
255;Carton;4411;6390;;3058;;;;;;
256;RAEE;3413;6932;;;3744;781;1295;;2253;
257;Carton;1169;3444;;2737;;;;;;
258;Pilas;3517;8049;2971;3558;;;3055;;;
259;Vidiro;10288;9854;;3514;;4367;;;3602;
260;Plastico;9253;8542;4991;2405;3425;4285;1715;838;217;
261;Carton;5381;6735;;676;;;;;;
262;Plastico;3888;8320;602;1409;1989;2651;4861;1212;2461;
263;Pilas;3716;6401;2866;3915;;;1934;;;
264;Plastico;3621;3068;655;3411;3134;3980;2596;4750;4719;
265;RAEE;4966;1383;;;2569;1060;4694;;4889;
266;Pilas;7684;6096;3674;4099;;;2311;;;
267;RAEE;7038;2360;;;1539;4027;4145;;354;
268;RAEE;6762;2666;;;1591;3674;3438;;4625;
269;Plastico;8454;3186;3525;1252;2363;3879;5073;4675;4826;
270;Plastico;2114;7259;3664;1285;274;2227;2324;1634;3506;
271;RAEE;4663;2814;;;370;2676;1922;;396;
272;Carton;10067;6396;;5044;;;;;;
273;RAEE;3851;8173;;;1376;4777;4187;;1508;
274;RAEE;10651;4662;;;865;1373;2408;;782;
275;Carton;3459;8482;;1135;;;;;;
276;Pilas;6369;8568;2283;2824;;;2772;;;
277;Carton;5759;10546;;278;;;;;;
278;RAEE;5943;10307;;;4246;1580;3398;;1874;
279;Plastico;3510;4737;3613;3851;768;730;125;3077;1412;
280;RAEE;9836;7811;;;1323;2280;4494;;2373;
281;Carton;10363;3118;;574;;;;;;
282;RAEE;9016;5267;;;4411;5026;3579;;3557;
283;Plastico;3759;4129;369;3319;4866;234;2070;535;864;
284;RAEE;4347;9412;;;3635;1675;355;;4858;
285;RAEE;4756;5649;;;4571;3219;3430;;1398;
286;Plastico;8487;9949;1899;327;3233;1708;3086;2715;1940;
287;Plastico;10607;3186;4841;608;3494;1958;3956;3258;387;
288;Plastico;4743;10733;3602;4941;1643;1986;4413;1114;1668;
289;RAEE;2963;4501;;;365;1752;2196;;4851;
290;Vidiro;4261;7435;;1553;;1142;;;1004;
291;Plastico;10412;6784;2906;4094;1720;1064;4381;464;2150;
292;Carton;2175;6218;;4170;;;;;;
293;RAEE;9456;3556;;;124;4619;5037;;3345;
294;Vidiro;7137;7590;;2340;;1303;;;3228;
295;Carton;1958;8656;;1962;;;;;;
296;Carton;8069;7307;;1327;;;;;;
297;RAEE;1301;8599;;;1034;3063;694;;2209;
298;RAEE;10533;4837;;;3089;2846;2715;;4465;
299;Pilas;8265;8552;4854;594;;;4403;;;
300;RAEE;7994;7697;;;3052;4454;3055;;1266;
301;Pilas;8775;5262;4102;1015;;;4844;;;
302;RAEE;4898;7849;;;944;4058;3692;;4782;
303;Pilas;2489;2581;4204;2398;;;2497;;;
304;Plastico;7656;7260;3603;663;4246;300;4447;3551;1006;
305;Carton;4654;6969;;4368;;;;;;
306;Vidiro;9114;10036;;2958;;3034;;;2132;
307;Plastico;2917;1131;609;4913;283;3542;5045;4387;2192;
308;Plastico;3342;3296;4594;899;368;5093;2451;1067;4896;
309;Pilas;4258;10622;2039;3990;;;3980;;;
310;Vidiro;8327;6426;;1714;;3910;;;3756;
311;Plastico;7745;3505;1658;2788;412;2955;3428;2504;297;
312;Plastico;1624;8109;2875;2477;1137;226;3444;933;3484;
313;Carton;3966;7598;;3309;;;;;;
314;Pilas;6478;5003;3669;2069;;;3897;;;
315;Plastico;4577;4714;546;1724;4091;2210;4579;2419;967;
316;Carton;10677;10295;;821;;;;;;
317;Vidiro;9422;1353;;5000;;3797;;;4043;
318;Vidiro;5637;4016;;1413;;2677;;;2472;
319;Vidiro;2668;8564;;3738;;1461;;;970;
320;Vidiro;3352;8664;;4077;;3107;;;4879;
321;Carton;5808;7678;;4585;;;;;;
322;Carton;6973;4622;;4495;;;;;;
323;Plastico;1327;4316;476;3711;384;3492;605;1697;2421;
324;Pilas;10229;5618;1622;4708;;;1347;;;
325;Vidiro;4744;9312;;1512;;3741;;;3370;
326;Vidiro;3543;4450;;3289;;3035;;;2373;
327;Pilas;4163;10494;3590;4262;;;3767;;;
328;Plastico;1219;3774;5063;4731;2001;2385;3960;1619;2270;
329;Plastico;2734;8479;1930;892;3780;4694;4533;3402;2238;
330;RAEE;5235;9250;;;3623;623;4943;;3117;
331;Carton;10895;5685;;3663;;;;;;
332;Pilas;2256;3657;1320;3740;;;4516;;;
333;Vidiro;4505;8500;;775;;686;;;4867;
334;Carton;1445;8416;;577;;;;;;
335;Pilas;8011;8697;601;2032;;;2130;;;
336;Carton;8180;1455;;3475;;;;;;
337;Vidiro;5824;9801;;4808;;3816;;;769;
338;Carton;8365;3583;;1106;;;;;;
339;Vidiro;3000;2746;;740;;3874;;;545;
340;Vidiro;7759;5219;;123;;4796;;;2676;
341;Plastico;8720;9476;4752;1959;1710;1560;2217;1437;1384;
342;RAEE;3270;6750;;;1087;2872;4810;;5022;
343;Plastico;2013;3068;4212;3378;4014;2986;175;2126;2205;
344;Vidiro;10289;3049;;3317;;4869;;;1730;
345;Carton;7295;6773;;4357;;;;;;
346;RAEE;3233;4310;;;4970;2032;2797;;2314;
347;Carton;8919;2821;;4294;;;;;;
348;Carton;3834;7696;;2046;;;;;;
349;RAEE;5975;2383;;;150;3509;3389;;791;
350;RAEE;6458;2443;;;1679;4525;1656;;2452;
351;Carton;6618;6813;;4028;;;;;;
352;Pilas;7407;6808;556;3122;;;232;;;
353;Carton;8277;3651;;212;;;;;;
354;Pilas;10347;7794;774;4629;;;4695;;;
355;Carton;3077;8938;;2868;;;;;;
356;RAEE;10748;3031;;;1427;1556;4685;;132;
357;Pilas;4426;2750;3806;4610;;;1878;;;
358;Plastico;10567;10966;1151;2344;3903;1829;3808;4603;4975;
359;Pilas;9470;1177;4517;2354;;;3795;;;
360;Carton;9654;2375;;785;;;;;;
361;RAEE;10404;8475;;;442;2607;2020;;2192;
362;RAEE;4477;7979;;;1707;1646;3021;;2860;
363;Vidiro;4949;2517;;2130;;325;;;2518;
364;Carton;7905;4695;;2762;;;;;;
365;Vidiro;5465;10850;;3219;;1325;;;2606;
366;Carton;1156;7982;;102;;;;;;
367;Pilas;3324;3489;868;2418;;;354;;;
368;Plastico;4723;9926;3096;3138;2201;4613;4701;583;4838;
369;Pilas;3020;3388;1068;151;;;4350;;;
370;Carton;6818;8761;;3496;;;;;;
371;Vidiro;7619;9878;;1700;;332;;;2802;
372;Plastico;6441;4507;4212;3861;3645;3138;2013;1641;1176;
373;RAEE;1366;7054;;;949;2244;501;;4690;
374;Carton;9282;2369;;2632;;;;;;
375;Carton;4540;4754;;2036;;;;;;
376;RAEE;1373;8836;;;3425;3168;1468;;3867;
377;RAEE;2576;2190;;;437;1188;2369;;3703;
378;RAEE;3629;5697;;;136;3178;1271;;3632;
379;RAEE;4480;6761;;;1301;1854;799;;1193;
380;RAEE;2860;4305;;;2333;1241;1795;;658;
381;Plastico;6561;9063;2237;706;5008;3927;1794;2277;3882;
382;Carton;1675;4226;;811;;;;;;
383;Carton;2305;1274;;1237;;;;;;
384;Vidiro;7035;4762;;4241;;4561;;;4884;
385;Vidiro;7001;5118;;4686;;1711;;;961;
386;Carton;1145;8173;;2274;;;;;;
387;Vidiro;1662;6882;;4589;;2676;;;712;
388;Carton;4271;9252;;2475;;;;;;
389;Carton;1315;7496;;2363;;;;;;
390;Carton;8633;2389;;1423;;;;;;
391;Plastico;6530;2839;1632;2410;373;1218;4021;1234;2715;
392;Plastico;8446;7410;3209;3745;4677;4050;1321;289;3674;
393;Carton;1825;7732;;2593;;;;;;
394;Vidiro;4228;8654;;2313;;4143;;;2234;
395;Carton;4537;5574;;1096;;;;;;
396;RAEE;3458;3636;;;5028;1657;3855;;3996;
397;Vidiro;1356;2518;;3565;;263;;;4715;
398;Carton;9767;3736;;3793;;;;;;
399;Carton;10914;8889;;3859;;;;;;
400;Plastico;8469;6001;4783;4144;3454;4672;5070;3780;668;
401;Pilas;8428;7316;3809;4325;;;3397;;;
402;Plastico;9957;10581;4095;4498;1430;5062;3266;519;2570;
403;Carton;9211;6333;;658;;;;;;
404;RAEE;6444;5181;;;411;3964;4703;;3765;
405;Plastico;10788;10574;1808;3454;113;4998;3515;4339;4648;
406;Pilas;8372;9820;2819;3319;;;3498;;;
407;Plastico;8681;3737;1604;1048;602;3315;2958;2398;2496;
408;Plastico;4417;3609;3121;2727;2500;4047;1424;4209;3753;
409;Carton;3690;6359;;3381;;;;;;
410;Carton;7259;6793;;2075;;;;;;
411;Pilas;9513;7672;2646;861;;;1994;;;
412;Carton;10050;4062;;3718;;;;;;
413;RAEE;6920;5694;;;4438;3755;5079;;3811;
414;Pilas;3634;8379;411;2940;;;4115;;;
415;Carton;9001;5552;;2734;;;;;;
416;Pilas;1811;9230;4238;3195;;;2860;;;
417;Vidiro;1863;2993;;2857;;2496;;;3035;
418;Vidiro;2505;7014;;2651;;3480;;;998;
419;Carton;3559;4359;;293;;;;;;
420;Carton;8091;10971;;1383;;;;;;
421;Plastico;4986;2209;2875;3943;4451;2457;5031;3589;1904;
422;Plastico;10043;6705;4016;4914;2645;3304;2772;5011;3512;
423;Pilas;2575;4292;4234;3103;;;371;;;
424;RAEE;6680;7446;;;2636;4182;2032;;198;
425;Carton;7269;7059;;720;;;;;;
426;Plastico;4416;4872;320;3015;2619;470;1932;3785;3015;
427;Plastico;2388;8709;4900;4385;2571;562;3519;1926;2185;
428;Carton;6451;5625;;4440;;;;;;
429;Vidiro;4707;7963;;1428;;4475;;;3479;
430;RAEE;4301;3791;;;215;3112;1619;;2734;
431;Carton;9382;5703;;2749;;;;;;
432;Carton;7091;6381;;2343;;;;;;
433;Plastico;5666;5299;4537;2578;1242;4989;2203;1273;681;
434;RAEE;8162;10489;;;4942;3964;3498;;3243;
435;Pilas;9007;3002;1119;4974;;;3696;;;
436;Vidiro;6753;1929;;3503;;2121;;;1749;
437;Plastico;1231;6616;983;4774;3556;3461;2268;4797;1916;
438;Vidiro;10694;6278;;635;;397;;;272;
439;Carton;1751;4696;;3858;;;;;;
440;Pilas;3050;5278;2024;2975;;;1983;;;
441;Vidiro;3854;10143;;1327;;2244;;;3322;
442;Plastico;9195;10811;2969;3367;3918;138;4417;734;4832;
443;RAEE;5595;1964;;;4993;1236;2470;;5041;
444;Carton;1804;2128;;183;;;;;;
445;Vidiro;8258;6268;;594;;4574;;;3553;
446;Plastico;9484;8053;3158;348;1860;3615;4570;1479;3785;
447;Carton;5508;1696;;692;;;;;;
448;Vidiro;6292;7635;;1637;;4224;;;1033;
449;Carton;2478;2280;;4921;;;;;;
450;RAEE;3715;6672;;;773;2618;1015;;578;
451;Plastico;7002;8968;513;3317;4287;4028;2787;2019;2714;
452;Pilas;9547;9967;591;4359;;;1373;;;
453;RAEE;5054;1796;;;5087;3726;3129;;3500;
454;RAEE;4448;1745;;;3637;2870;3042;;905;
455;Vidiro;4249;6297;;2128;;810;;;3442;
456;Carton;2216;1990;;4587;;;;;;
457;RAEE;9604;1928;;;3342;2871;4166;;4615;
458;RAEE;4177;7214;;;3264;4941;745;;3017;
459;Carton;5641;7390;;3278;;;;;;
460;Vidiro;6513;3636;;214;;4385;;;4209;
461;Carton;3142;10995;;4810;;;;;;
462;Plastico;8337;5833;1042;2213;2752;636;1337;3170;1503;
463;RAEE;5414;10284;;;4031;577;4764;;1948;
464;Carton;6118;8407;;4749;;;;;;
465;RAEE;3920;6529;;;3134;4914;4193;;276;
466;RAEE;7161;8897;;;3599;4182;536;;893;
467;Carton;2195;10440;;2532;;;;;;
468;RAEE;3510;5084;;;3247;3203;2230;;3724;
469;Pilas;5119;6330;2978;3323;;;4844;;;
470;Vidiro;1798;4753;;284;;5019;;;274;
471;Carton;2713;7081;;3052;;;;;;
472;Pilas;6932;8153;3177;4800;;;4281;;;
473;Vidiro;1758;4485;;1294;;1784;;;1290;
474;Plastico;1649;6166;1220;596;1362;4099;3819;2458;1249;
475;RAEE;3472;9438;;;3844;3712;4499;;4925;
476;RAEE;4035;4703;;;1640;3543;1638;;2693;
477;Vidiro;3624;9648;;768;;4942;;;4214;
478;Pilas;4210;7843;4477;3063;;;1228;;;
479;Plastico;2991;7962;4449;3212;3772;4240;898;2516;2852;
480;Pilas;7549;4593;352;2154;;;3780;;;
481;Vidiro;4695;9592;;2772;;2340;;;3803;
482;RAEE;4340;4434;;;3002;377;4901;;3732;
483;Pilas;5592;6929;1655;2229;;;2777;;;
484;Plastico;2019;1801;3269;4669;4669;4818;4614;3161;5070;
485;Plastico;7568;2742;1612;4467;2789;204;4523;2481;3638;
486;Plastico;9592;1284;4846;4016;4859;775;2343;2766;4256;
487;RAEE;10920;9685;;;1837;1954;978;;2759;
488;Pilas;2572;7744;2994;3412;;;3914;;;
489;Plastico;8912;2176;701;1380;4057;3083;1270;4001;4719;
490;Plastico;7337;9647;1197;775;2230;3863;4931;2151;3901;
491;Plastico;2141;4788;3471;1547;3680;216;2268;2926;4880;
492;Plastico;6982;8090;616;2792;3689;4573;2127;4860;3475;
493;RAEE;2646;7097;;;2985;3646;4149;;115;
494;Carton;9662;4881;;3915;;;;;;
495;Plastico;6022;3207;3493;3754;854;4961;2274;3681;4742;
496;RAEE;10509;6671;;;125;4815;640;;951;
497;Carton;7742;1300;;4840;;;;;;
498;Pilas;3750;4952;2748;3102;;;4093;;;
499;RAEE;3662;9235;;;1577;4709;4718;;2400;
500;RAEE;4002;9273;;;4316;1899;3087;;3958;
501;RAEE;2308;6011;;;1434;4826;1449;;2285;
502;Vidiro;3821;7650;;4013;;852;;;3167;
503;RAEE;7539;4400;;;632;1163;4404;;3043;
504;Plastico;9892;9913;2644;3368;2287;699;2584;4086;5038;
505;RAEE;3694;7647;;;3603;3081;1128;;4952;
