id_D,CX,CY,CostoApertura,CostoVehiculo,V
70,1078,2445,4000,2000,46
71,4204,1263,4000,2000,26
72,2095,1980,4000,2000,55
73,4366,3522,4000,2000,18
74,1520,2345,4000,2000,39
75,1771,2941,4000,2000,31
76,3042,2705,4000,2000,20
77,3816,4886,4000,2000,18
78,1664,3022,4000,2000,14
79,4370,1586,4000,2000,24
80,1074,2564,4000,2000,19
81,1060,3021,4000,2000,34
82,4576,5016,4000,2000,15
83,373,4283,4000,2000,39
84,3631,2055,4000,2000,35
85,2461,3726,4000,2000,28
86,832,3020,4000,2000,34
87,793,1736,4000,2000,20
88,4903,4653,4000,2000,44
89,3757,275,4000,2000,32
90,3173,1249,4000,2000,47
91,3583,3561,4000,2000,18
92,2859,3038,4000,2000,36
93,2664,3311,4000,2000,21
94,2244,3195,4000,2000,26
95,421,556,4000,2000,54
96,1439,2640,4000,2000,27
97,1415,3333,4000,2000,15
98,4826,4489,4000,2000,18
99,3862,3146,4000,2000,43
100,4385,2572,4000,2000,44
101,3724,2407,4000,2000,56
102,4632,166,4000,2000,46
103,3160,4083,4000,2000,59
104,872,1227,4000,2000,54
105,538,2900,4000,2000,12
106,1535,591,4000,2000,53
107,452,1907,4000,2000,36
108,2357,2985,4000,2000,27
109,168,3099,4000,2000,24
110,3153,2384,4000,2000,48
111,3640,1008,4000,2000,55
112,2588,1892,4000,2000,21
113,4474,4953,4000,2000,54
114,923,725,4000,2000,33
115,468,2515,4000,2000,35
116,1820,302,4000,2000,27
117,2065,2006,4000,2000,36
118,544,616,4000,2000,23
119,3411,684,4000,2000,22
120,677,5089,4000,2000,59
121,415,3629,4000,2000,17
122,2460,2469,4000,2000,12
123,924,1843,4000,2000,17
124,2018,2667,4000,2000,44
125,1944,4387,4000,2000,11
126,4669,2459,4000,2000,14
127,4238,777,4000,2000,20
128,614,1221,4000,2000,36
129,1227,4532,4000,2000,22
130,4840,110,4000,2000,14
131,3441,425,4000,2000,45
132,1598,2786,4000,2000,15
133,4252,4962,4000,2000,58
134,1759,3232,4000,2000,27
135,1243,5076,4000,2000,16
136,4495,998,4000,2000,28
137,4301,136,4000,2000,55
138,4661,2003,4000,2000,26
139,1890,3130,4000,2000,58
140,4702,4222,4000,2000,18
141,208,2563,4000,2000,46
142,4244,414,4000,2000,32
143,649,918,4000,2000,46
144,3797,2578,4000,2000,28
145,2217,5073,4000,2000,55
146,4923,820,4000,2000,55
147,2693,5021,4000,2000,41
148,4788,4583,4000,2000,44
149,4356,2725,4000,2000,27
150,2005,3679,4000,2000,51
151,1015,3788,4000,2000,17
152,351,2932,4000,2000,31
153,3725,3481,4000,2000,49
154,1961,3530,4000,2000,29
155,3330,647,4000,2000,53
156,1027,1823,4000,2000,23
157,4622,768,4000,2000,47
158,3253,457,4000,2000,30
159,140,4713,4000,2000,57
160,5057,2970,4000,2000,36
161,448,3886,4000,2000,24
162,1007,4137,4000,2000,56
163,528,4115,4000,2000,39
164,2220,976,4000,2000,20
165,2741,4206,4000,2000,19
166,3236,133,4000,2000,44
167,4452,1007,4000,2000,13
168,589,4161,4000,2000,22
169,2561,553,4000,2000,37
170,2158,510,4000,2000,58
171,334,2210,4000,2000,46
172,2199,4470,4000,2000,35
173,3247,4898,4000,2000,50
174,2677,3370,4000,2000,27
175,1889,2364,4000,2000,35
176,1648,500,4000,2000,21
177,4483,4852,4000,2000,28
178,4338,341,4000,2000,41
179,4550,2802,4000,2000,44
180,727,1212,4000,2000,56
181,1127,1447,4000,2000,19
182,313,4898,4000,2000,39
183,4889,4397,4000,2000,39
184,4831,1974,4000,2000,12
185,4298,3763,4000,2000,26
186,576,1664,4000,2000,26
187,1887,2399,4000,2000,31
188,457,1637,4000,2000,22
189,4441,1087,4000,2000,27
190,3877,3066,4000,2000,41
191,3724,4094,4000,2000,38
192,3385,4307,4000,2000,38
193,2416,448,4000,2000,36
194,2597,180,4000,2000,12
195,1049,730,4000,2000,28
196,3117,1206,4000,2000,44
197,4234,4345,4000,2000,43
198,1455,1055,4000,2000,32
199,269,396,4000,2000,21
200,3138,4173,4000,2000,37
