id_C;Tipo;CX;CY;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado;Domingo
72;RAEE;5097;7395;1377;;3062;4808;2764;;2234;
73;Plastico;8566;3009;;3665;3986;663;4979;573;2120;
74;Pilas;7463;1152;856;4848;533;1089;1260;2957;1855;
75;Vidiro;2326;4765;;2459;;2962;;;;
76;Carton;5743;6313;4157;;121;4608;;1291;;
77;Vidiro;9940;7517;;2605;;1856;;;;
78;RAEE;10019;3384;1139;;299;3833;3519;;1056;
79;Plastico;4481;1204;;1093;3161;152;3771;3278;4852;
80;Pilas;7030;8393;2795;4336;3652;4168;3844;1195;3108;
81;RAEE;2614;5550;3470;;3669;4350;2051;;1060;
82;Plastico;5450;6684;;506;617;1036;3803;2962;450;
83;Pilas;6107;2533;4959;4015;2373;806;1710;1610;4358;
84;Pilas;8030;7606;1491;3320;1355;2005;1690;1277;1255;
85;Plastico;5893;3137;;677;2969;2463;1194;258;2518;
86;Plastico;1308;1508;;1941;488;3836;856;2762;4542;
87;Plastico;4718;6524;;2201;2230;1857;3592;1803;4465;
88;Plastico;7749;10645;;3004;4639;2779;1314;1568;2001;
89;RAEE;4577;8563;2448;;2971;2667;1325;;1165;
90;Vidiro;5307;7314;;3421;;2208;;;;
91;Carton;2892;4845;4093;;2428;370;;3937;;
92;Carton;10031;10635;128;;277;4942;;4667;;
93;Carton;10209;2056;1210;;1086;5051;;3269;;
94;Vidiro;4334;10174;;1011;;339;;;;
95;Pilas;2395;3225;1169;4434;1757;5014;2947;2102;3694;
96;Plastico;9117;8191;;4205;2877;4106;4382;2719;5025;
97;Vidiro;9491;4676;;1053;;1114;;;;
98;Vidiro;8264;5122;;2891;;2662;;;;
99;Pilas;1259;5382;3937;4247;1479;4623;904;2745;3822;
100;Carton;10158;7240;1449;;1669;2396;;578;;
