id_C,CX,CY,Tipo,CapacidadM,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo
244,8286,8682,Carton y Papeles,5000,,,1236,1680,,,
245,2403,8689,Carton y Papeles,5000,,,4804,4887,,,
246,508,6961,Plastico,5000,,,,,3728,1296,
247,669,7093,Pilas,5000,2563,1590,,,,,
248,8235,1022,Carton y Papeles,5000,,,4267,1417,,,
249,9123,3331,Plastico,5000,,,,,4345,3005,
250,7522,3138,Plastico,5000,,,,,4717,1440,
251,9435,7343,Carton y Papeles,5000,,,3157,2717,,,
252,7993,1926,Plastico,5000,,,,,4194,3652,
253,2435,1086,Pilas,5000,366,1671,,,,,
254,9500,1505,Carton y Papeles,5000,,,1983,4159,,,
255,4495,3766,Plastico,5000,,,,,465,215,
256,902,7589,Carton y Papeles,5000,,,3667,195,,,
257,6712,4361,Plastico,5000,,,,,667,4011,
258,5153,2329,Pilas,5000,2412,3178,,,,,
259,5814,9515,Carton y Papeles,5000,,,2398,3775,,,
260,5297,2174,Plastico,5000,,,,,2565,4745,
261,8388,6462,Plastico,5000,,,,,1046,2802,
262,6408,2285,Pilas,5000,737,3249,,,,,
263,8381,7860,Pilas,5000,1137,4867,,,,,
264,1761,3727,Vidrio,5000,,,,,,,2803
265,1954,1260,Vidrio,5000,,,,,,,4942
266,7487,7414,Carton y Papeles,5000,,,3468,5058,,,
267,1098,1381,Plastico,5000,,,,,2035,1505,
268,8058,3210,Pilas,5000,3955,416,,,,,
269,9448,5406,Pilas,5000,1267,4846,,,,,
270,2240,6304,Plastico,5000,,,,,3566,3522,
271,6751,4173,Pilas,5000,2383,3167,,,,,
272,8966,8817,Vidrio,5000,,,,,,,3329
273,7544,2043,Carton y Papeles,5000,,,2827,3966,,,
274,8743,3833,Plastico,5000,,,,,687,5004,
275,7252,7498,Plastico,5000,,,,,1470,4059,
276,9448,732,Carton y Papeles,5000,,,1312,1360,,,
277,8752,794,Carton y Papeles,5000,,,1270,3046,,,
278,7422,4591,Pilas,5000,2676,1667,,,,,
279,7682,1254,Vidrio,5000,,,,,,,4344
280,7875,3626,Vidrio,5000,,,,,,,2523
281,4943,7230,Vidrio,5000,,,,,,,497
282,7117,8098,Carton y Papeles,5000,,,3865,1282,,,
283,5868,5052,Pilas,5000,3284,1053,,,,,
284,6879,7816,Carton y Papeles,5000,,,1757,132,,,
285,6617,9103,Pilas,5000,3380,2071,,,,,
286,9864,8319,Pilas,5000,4770,3441,,,,,
287,7282,5405,Vidrio,5000,,,,,,,4163
288,3328,3464,Carton y Papeles,5000,,,4547,1924,,,
289,5016,648,Pilas,5000,2493,2972,,,,,
290,3096,4919,Pilas,5000,412,4228,,,,,
291,8126,5138,Pilas,5000,376,1651,,,,,
292,3404,6610,Vidrio,5000,,,,,,,773
293,9004,6704,Pilas,5000,4456,1955,,,,,
294,6507,2997,Pilas,5000,3992,4260,,,,,
295,4665,9837,Carton y Papeles,5000,,,650,4292,,,
296,957,7464,Carton y Papeles,5000,,,3930,1263,,,
297,3993,9912,Carton y Papeles,5000,,,4952,956,,,
298,5263,1218,Pilas,5000,367,510,,,,,
299,8515,674,Vidrio,5000,,,,,,,3543
300,3441,5317,Plastico,5000,,,,,4749,1415,
301,7004,7023,Plastico,5000,,,,,5061,1895,
302,5266,4347,Plastico,5000,,,,,1689,3446,
303,2407,4134,Plastico,5000,,,,,2363,3590,
304,4548,8566,Plastico,5000,,,,,570,1906,
305,4009,7681,Vidrio,5000,,,,,,,4731
306,9159,1632,Pilas,5000,933,275,,,,,
307,3995,8798,Carton y Papeles,5000,,,1115,2791,,,
308,2760,7976,Vidrio,5000,,,,,,,967
309,6581,5724,Vidrio,5000,,,,,,,3095
310,1677,9553,Plastico,5000,,,,,409,3999,
311,634,1601,Carton y Papeles,5000,,,2895,3648,,,
312,1524,2953,Pilas,5000,2737,4961,,,,,
313,8295,7650,Pilas,5000,2828,1551,,,,,
314,6003,6153,Plastico,5000,,,,,3510,166,
315,7903,769,Carton y Papeles,5000,,,1252,1988,,,
316,4911,6753,Vidrio,5000,,,,,,,1535
317,5866,4472,Vidrio,5000,,,,,,,3363
318,5184,5674,Pilas,5000,4499,2985,,,,,
319,7740,9717,Vidrio,5000,,,,,,,2190
320,881,4620,Pilas,5000,1954,2089,,,,,
321,7781,592,Vidrio,5000,,,,,,,4440
322,5865,4855,Vidrio,5000,,,,,,,4122
323,3785,1230,Carton y Papeles,5000,,,1546,4022,,,
324,6784,6796,Plastico,5000,,,,,4184,3884,
325,2371,7353,Plastico,5000,,,,,3264,1687,
326,7950,1067,Pilas,5000,3026,3105,,,,,
327,7242,4260,Carton y Papeles,5000,,,4178,4993,,,
328,5865,7265,Carton y Papeles,5000,,,614,2865,,,
329,3213,1786,Pilas,5000,4234,2264,,,,,
330,5756,4434,Carton y Papeles,5000,,,222,706,,,
331,8806,2582,Carton y Papeles,5000,,,2076,4047,,,
332,9718,8309,Carton y Papeles,5000,,,2769,2698,,,
333,1022,8282,Vidrio,5000,,,,,,,3038
334,1212,6217,Carton y Papeles,5000,,,4762,1904,,,
335,4265,6875,Carton y Papeles,5000,,,4898,1162,,,
336,4531,5963,Carton y Papeles,5000,,,2837,1863,,,
337,9872,7350,Vidrio,5000,,,,,,,842
338,7761,5673,Pilas,5000,4749,735,,,,,
339,6792,3938,Carton y Papeles,5000,,,263,4852,,,
340,6452,3073,Plastico,5000,,,,,750,2016,
341,8939,5225,Vidrio,5000,,,,,,,872
342,6927,5039,Plastico,5000,,,,,2509,4200,
343,7476,5527,Plastico,5000,,,,,4226,1869,
344,7233,2875,Pilas,5000,4965,4808,,,,,
345,2929,1192,Carton y Papeles,5000,,,4627,2964,,,
346,5379,5796,Plastico,5000,,,,,777,379,
347,2143,9129,Vidrio,5000,,,,,,,3514
348,8295,5164,Plastico,5000,,,,,4966,4256,
349,563,1469,Plastico,5000,,,,,4616,1244,
350,9383,8846,Pilas,5000,1131,996,,,,,
351,8677,9285,Plastico,5000,,,,,3133,4265,
352,7844,1561,Carton y Papeles,5000,,,257,3139,,,
353,5248,3700,Plastico,5000,,,,,4358,2313,
354,2461,514,Pilas,5000,2479,2734,,,,,
355,4628,7858,Plastico,5000,,,,,3539,3551,
356,7119,1053,Carton y Papeles,5000,,,1404,3850,,,
357,9912,1081,Vidrio,5000,,,,,,,1683
358,1869,2118,Carton y Papeles,5000,,,4733,5077,,,
359,2984,7818,Pilas,5000,3890,3163,,,,,
360,3124,2368,Pilas,5000,1386,611,,,,,
361,7126,6053,Vidrio,5000,,,,,,,2282
362,1789,9900,Carton y Papeles,5000,,,4297,2799,,,
363,2842,676,Vidrio,5000,,,,,,,4454
364,7648,4334,Vidrio,5000,,,,,,,1581
365,2502,6117,Pilas,5000,4404,5026,,,,,
366,6607,7051,Pilas,5000,2038,4688,,,,,
367,2179,9797,Vidrio,5000,,,,,,,490
368,2374,3466,Carton y Papeles,5000,,,3539,592,,,
369,4368,2724,Pilas,5000,1474,3637,,,,,
370,8472,3735,Plastico,5000,,,,,2803,1549,
371,8327,6039,Pilas,5000,867,1681,,,,,
372,3306,7449,Plastico,5000,,,,,2730,2845,
373,5398,8274,Pilas,5000,688,2042,,,,,
374,5803,1566,Pilas,5000,4203,2748,,,,,
375,538,9825,Vidrio,5000,,,,,,,2036
376,7828,8966,Carton y Papeles,5000,,,3787,3314,,,
377,1181,6862,Carton y Papeles,5000,,,2078,2902,,,
378,2182,8953,Pilas,5000,2468,3032,,,,,
379,6123,4130,Pilas,5000,4312,4380,,,,,
380,1245,7832,Plastico,5000,,,,,2849,362,
381,1564,7798,Plastico,5000,,,,,651,134,
382,4799,3414,Carton y Papeles,5000,,,2232,2544,,,
383,8590,8894,Vidrio,5000,,,,,,,1329
384,6313,1498,Carton y Papeles,5000,,,4103,3271,,,
385,6761,3429,Carton y Papeles,5000,,,4558,2272,,,
386,3217,6751,Pilas,5000,1495,1237,,,,,
387,3431,2051,Vidrio,5000,,,,,,,4709
388,6672,4011,Plastico,5000,,,,,3533,3864,
389,4586,8369,Plastico,5000,,,,,2253,1796,
390,5916,9369,Plastico,5000,,,,,2817,2428,
391,9297,5879,Carton y Papeles,5000,,,567,2691,,,
392,1712,4421,Vidrio,5000,,,,,,,2470
393,7206,9269,Carton y Papeles,5000,,,2752,954,,,
394,2138,6055,Plastico,5000,,,,,2519,2184,
395,8861,8256,Vidrio,5000,,,,,,,2875
396,9208,5385,Vidrio,5000,,,,,,,3296
397,8246,3106,Carton y Papeles,5000,,,3879,1064,,,
398,1039,8053,Pilas,5000,5016,3871,,,,,
399,1582,8351,Plastico,5000,,,,,166,3657,
400,2613,5330,Plastico,5000,,,,,3761,810,
401,9011,1787,Plastico,5000,,,,,4647,4880,
402,9410,4390,Plastico,5000,,,,,1496,347,
403,5419,2779,Carton y Papeles,5000,,,3363,4069,,,
404,4409,9561,Vidrio,5000,,,,,,,2367
405,5212,5456,Vidrio,5000,,,,,,,2229
406,5458,2603,Vidrio,5000,,,,,,,2007
407,2237,8527,Pilas,5000,266,2263,,,,,
408,5894,2318,Pilas,5000,3851,2394,,,,,
409,7140,1556,Pilas,5000,3832,2311,,,,,
410,7860,2657,Vidrio,5000,,,,,,,4774
411,6639,9651,Carton y Papeles,5000,,,2584,832,,,
412,8205,8854,Plastico,5000,,,,,4647,3586,
413,2659,5572,Plastico,5000,,,,,4427,3668,
414,5229,8544,Plastico,5000,,,,,1026,2694,
415,4518,9852,Plastico,5000,,,,,4995,2049,
416,8920,8501,Carton y Papeles,5000,,,4818,530,,,
417,7946,5295,Pilas,5000,1726,174,,,,,
418,7450,1902,Plastico,5000,,,,,241,4366,
419,5591,2511,Plastico,5000,,,,,2535,874,
420,2532,3663,Plastico,5000,,,,,1098,4801,
421,3365,1271,Pilas,5000,3376,3638,,,,,
422,4888,7890,Pilas,5000,2018,4537,,,,,
423,3744,7585,Plastico,5000,,,,,208,216,
424,570,539,Plastico,5000,,,,,4795,1142,
425,6526,3945,Pilas,5000,3997,2389,,,,,
426,2604,5840,Carton y Papeles,5000,,,466,3459,,,
427,9279,5425,Vidrio,5000,,,,,,,679
428,4772,6551,Carton y Papeles,5000,,,2229,4705,,,
429,3144,3892,Plastico,5000,,,,,1495,187,
430,861,3776,Plastico,5000,,,,,2269,4401,
431,6885,1881,Pilas,5000,3323,4641,,,,,
432,2154,5180,Pilas,5000,3213,1965,,,,,
433,9771,7666,Vidrio,5000,,,,,,,2650
434,2303,4161,Vidrio,5000,,,,,,,4371
435,6064,4741,Plastico,5000,,,,,802,4066,
436,4982,3122,Pilas,5000,4126,2963,,,,,
437,7262,6265,Carton y Papeles,5000,,,752,4682,,,
438,7801,3268,Pilas,5000,1455,261,,,,,
439,875,4941,Plastico,5000,,,,,4937,1218,
440,4402,7321,Pilas,5000,2684,1306,,,,,
441,5661,5425,Plastico,5000,,,,,4854,1959,
442,7015,4591,Vidrio,5000,,,,,,,4429
443,2607,6174,Carton y Papeles,5000,,,103,2542,,,
444,7820,996,Plastico,5000,,,,,4266,1444,
445,2243,3135,Plastico,5000,,,,,3538,4110,
446,6625,6026,Pilas,5000,3856,522,,,,,
447,6739,8997,Plastico,5000,,,,,1720,4223,
448,9690,7930,Plastico,5000,,,,,2654,1283,
449,4074,7428,Plastico,5000,,,,,2815,3329,
450,2330,1508,Vidrio,5000,,,,,,,3933
451,2221,1593,Plastico,5000,,,,,4255,1491,
452,6939,8200,Pilas,5000,361,3351,,,,,
453,6719,8898,Vidrio,5000,,,,,,,4690
454,5465,8678,Pilas,5000,167,3484,,,,,
455,7010,8240,Plastico,5000,,,,,685,4828,
456,3245,2843,Pilas,5000,4123,190,,,,,
457,7570,4518,Pilas,5000,4232,612,,,,,
458,6288,3664,Vidrio,5000,,,,,,,852
459,7517,8895,Vidrio,5000,,,,,,,1117
460,713,7910,Plastico,5000,,,,,919,2851,
461,6649,6941,Carton y Papeles,5000,,,500,4422,,,
462,4401,775,Plastico,5000,,,,,4958,4930,
463,2368,3090,Plastico,5000,,,,,2263,191,
464,6419,4607,Carton y Papeles,5000,,,2326,1134,,,
465,6205,4436,Carton y Papeles,5000,,,2393,4518,,,
466,7933,7331,Vidrio,5000,,,,,,,2979
467,1401,7230,Vidrio,5000,,,,,,,3196
468,3466,701,Plastico,5000,,,,,689,1812,
469,5733,598,Plastico,5000,,,,,2554,3803,
470,1777,2170,Plastico,5000,,,,,2189,4821,
471,7369,7522,Pilas,5000,4360,3924,,,,,
472,1394,5523,Carton y Papeles,5000,,,4761,4599,,,
473,8292,6262,Pilas,5000,971,4429,,,,,
474,9476,3695,Plastico,5000,,,,,3134,872,
475,8714,6020,Vidrio,5000,,,,,,,361
476,535,8898,Plastico,5000,,,,,4888,4006,
477,6101,9222,Carton y Papeles,5000,,,5067,3237,,,
478,5453,5017,Pilas,5000,4515,1492,,,,,
479,9725,6827,Carton y Papeles,5000,,,2580,230,,,
480,9675,6649,Vidrio,5000,,,,,,,1283
481,7284,6025,Carton y Papeles,5000,,,2365,2356,,,
482,1946,7921,Carton y Papeles,5000,,,1625,2533,,,
483,6614,4849,Vidrio,5000,,,,,,,1286
484,4002,4923,Pilas,5000,1231,3510,,,,,
485,6911,6598,Carton y Papeles,5000,,,613,1544,,,
486,3623,3088,Carton y Papeles,5000,,,3548,3157,,,
487,6747,7266,Pilas,5000,3336,2064,,,,,
488,4481,1115,Carton y Papeles,5000,,,4655,201,,,
489,9412,6253,Carton y Papeles,5000,,,423,2945,,,
490,4263,6160,Plastico,5000,,,,,4255,4428,
491,4694,8526,Plastico,5000,,,,,1790,1753,
492,6061,3193,Vidrio,5000,,,,,,,399
493,8165,6436,Plastico,5000,,,,,3040,2832,
494,6563,1616,Carton y Papeles,5000,,,579,4764,,,
495,2480,7301,Pilas,5000,3989,3729,,,,,
496,4369,872,Carton y Papeles,5000,,,1785,3466,,,
497,4495,8447,Carton y Papeles,5000,,,4843,1362,,,
498,3381,4530,Carton y Papeles,5000,,,3159,3187,,,
499,7336,1073,Carton y Papeles,5000,,,4612,792,,,
500,9729,8545,Pilas,5000,2458,4767,,,,,
501,4658,6201,Vidrio,5000,,,,,,,3138
502,4704,8095,Carton y Papeles,5000,,,1089,1143,,,
503,1122,4068,Pilas,5000,1388,1973,,,,,
504,2950,2463,Pilas,5000,472,2151,,,,,
505,4180,1790,Vidrio,5000,,,,,,,136
506,9337,9589,Vidrio,5000,,,,,,,3992
507,2985,1360,Carton y Papeles,5000,,,689,678,,,
